PercentageOfFileAPICalls,PercentageOfUniqueFiles,PercentageOfUniqueFileLocations,PercentageOfUniqueFileExtensions,PercentageOfPotentialCustomExtensions,PercentageOfRansomwareExtensions,PercentageOfFileExtensionsDocuments,PercentageOfFileExtensionsImages,PercentageOfFileExtensionsVideos,PercentageOfFileExtensionsAudio,PercentageOfFileExtensionsDatabase,PercentageOfFileExtensionsArchives,PercentageOfFileExtensionsExecutables,PercentageOfFileExtensionsSystem,PercentageOfFileExtensionsBackup,PercentageOfFileExtensionsEmail,PercentageOfFileExtensionsVMImages,PercentageOfFileExtensionsGames,PercentageOfFileExtensionsDevelopment,APICallsPerSecond,label
22,38,38,2,15,8,7,40,4,0,1,0,22,10,1,0,0,1,1,461,1
22,36,36,3,17,8,7,38,3,0,0,0,23,10,1,0,0,1,1,351,1
22,36,36,3,17,8,7,38,3,0,0,0,23,10,1,0,0,1,1,110,1
28,27,27,2,14,0,0,0,0,0,0,0,2,84,0,0,0,0,0,95,1
99,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,1623,1
84,39,39,3,14,8,7,44,4,0,0,0,18,9,1,0,0,1,1,1046,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,396,1
23,30,30,2,17,8,6,41,2,0,0,0,20,8,1,0,0,1,3,357,1
50,10,10,1,69,3,2,11,1,0,0,0,15,2,0,0,0,0,0,238,1
6,6,6,3,84,2,3,1,0,0,1,0,9,2,0,0,0,0,0,361,1
9,3,3,2,94,1,0,0,0,0,0,0,4,2,0,0,0,0,0,1549,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,47,1
11,50,50,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,26,1
10,50,50,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,14,1
15,50,50,50,25,9,0,0,0,0,0,0,62,12,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,50,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,291,1
32,24,24,6,37,1,4,1,0,0,1,0,9,11,9,0,0,28,0,22,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,356,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,32,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
1,50,50,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,208,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,62,1
5,27,27,2,10,0,0,0,0,0,0,0,2,88,0,0,0,0,0,317,1
6,40,40,50,40,7,0,0,0,0,0,0,50,10,0,0,0,0,0,107,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,209,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,382,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,171,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,397,1
44,19,19,1,9,8,24,12,1,0,0,7,6,2,0,0,0,0,37,374,1
28,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,445,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,2,5,0,0,0,0,0,60,0,0,0,0,0,0,37,2487,1
51,3,3,1,4,7,3,5,0,0,0,4,50,1,33,0,0,0,0,438,0
61,1,1,0,3,6,1,1,0,0,0,12,39,0,39,0,0,4,0,1160,0
46,8,8,1,6,4,12,40,0,10,0,0,12,2,18,0,0,0,1,411,0
29,8,8,2,4,8,4,16,0,5,0,0,48,4,18,0,0,0,0,430,0
56,1,1,0,2,1,0,1,0,0,0,43,6,0,47,0,0,0,0,504,0
55,3,3,1,11,5,1,4,0,0,0,0,35,8,41,0,0,0,0,135,0
23,11,11,3,2,7,5,34,0,0,1,1,38,4,16,0,0,0,0,829,0
8,67,67,67,33,0,0,0,0,0,67,0,0,0,0,0,0,0,0,4830,0
55,1,1,0,1,1,1,2,0,0,0,0,6,2,44,0,0,43,0,901,0
10,80,80,60,20,0,0,0,0,0,60,0,0,20,0,0,0,0,0,4159,0
54,31,31,25,6,6,0,0,0,0,11,0,39,39,6,0,0,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,7,7,0,5,2,15,40,0,9,0,0,6,1,24,0,0,0,0,668,0
42,5,5,1,1,9,3,18,0,0,0,0,48,2,28,0,0,0,0,170,0
36,11,11,2,14,5,13,23,0,0,0,1,24,4,22,0,0,0,0,53,0
24,10,10,3,4,4,6,26,0,0,1,0,17,36,10,0,0,0,0,77,0
15,9,9,5,1,4,0,11,0,0,2,0,26,50,11,0,0,0,0,38,0
97,0,0,0,0,1,0,0,0,0,0,95,0,0,0,0,0,0,4,6087,1
96,0,0,0,0,1,0,0,0,0,0,91,0,0,0,0,0,0,8,4549,1
1,8,8,2,36,4,1,0,0,0,0,0,47,16,0,0,0,0,0,10494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,9,9,2,4,3,8,37,0,8,0,0,15,2,21,0,0,2,1,139,0
59,16,16,0,9,10,0,68,0,0,0,0,7,2,13,0,0,0,0,201,0
14,9,9,5,1,4,0,11,0,0,2,0,26,50,11,0,0,0,0,58,0
22,9,9,3,1,4,5,14,0,0,1,0,19,51,7,0,0,0,0,1076,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,3,0,29,3,2,3,0,0,0,0,15,16,33,0,0,2,0,330,0
60,8,8,0,35,1,1,14,0,5,0,12,7,1,24,0,0,0,0,317,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,1,0,5,2,0,1,0,0,0,0,15,0,79,0,0,0,0,450,0
97,0,0,0,0,1,0,0,0,0,0,96,0,0,0,0,0,0,4,6413,1
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,197,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,1,0,6,8,0,1,0,0,0,1,55,0,37,0,0,0,0,314,0
39,1,1,0,0,8,1,5,0,0,0,0,52,2,41,0,0,0,0,349,0
61,1,1,0,0,8,0,1,0,0,0,0,58,0,39,0,0,0,2,285,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,6,1,10,7,1,11,0,0,0,0,47,4,25,0,0,0,0,395,0
20,6,6,2,2,8,4,21,0,0,1,0,49,7,15,0,0,0,0,475,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,1,0,0,0,0,0,95,0,0,0,0,0,0,5,6648,1
43,7,7,1,12,5,1,21,0,0,5,2,30,1,27,0,0,0,0,439,0
26,7,7,2,2,8,15,16,0,0,1,0,41,5,20,0,0,0,0,483,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,1,0,0,8,0,1,0,0,0,0,56,4,39,0,0,0,0,411,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,9,9,5,1,4,0,11,0,0,2,0,26,50,11,0,0,0,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,20,20,14,3,4,0,0,0,0,6,0,25,22,45,0,0,0,0,1712,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2,2,0,11,7,1,3,0,0,0,1,46,2,36,0,0,0,0,1657,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,2,0,1,9,1,4,0,0,0,0,59,1,35,0,0,0,0,1125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,2,0,39,4,5,17,0,0,0,0,13,2,23,0,0,0,0,1775,0
42,4,4,1,1,9,9,5,0,1,0,0,51,2,32,0,0,0,0,1115,0
37,6,6,1,18,7,1,7,0,0,0,0,45,3,26,0,0,0,0,1024,0
73,10,10,0,5,6,4,23,0,3,0,0,21,1,18,0,0,0,24,1872,0
12,20,20,14,3,3,0,0,0,0,6,0,24,21,45,0,0,0,0,1802,0
26,7,7,3,6,5,5,10,0,0,1,0,30,32,18,0,0,0,0,1194,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,3,1,1,8,2,12,0,0,0,0,54,4,26,0,0,0,0,1356,0
53,0,0,0,0,8,0,1,0,0,0,0,60,0,39,0,0,0,0,1740,0
64,3,3,1,27,5,8,4,0,0,0,0,33,1,27,0,0,0,0,1559,0
51,1,1,0,6,7,0,2,0,0,0,0,51,1,40,0,0,0,0,1436,0
65,1,1,0,12,9,1,35,0,0,0,0,29,0,22,0,0,0,0,1612,0
39,1,1,1,1,9,1,5,0,0,0,0,58,1,34,0,0,0,0,1308,0
48,6,6,1,14,5,1,11,0,0,0,12,15,7,26,0,0,0,13,1413,0
38,5,5,1,1,3,1,14,0,0,0,28,11,13,31,0,0,0,0,1221,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,5,1,29,4,11,12,0,0,0,0,22,3,23,0,0,0,0,1155,0
48,2,2,0,0,7,1,7,0,0,0,0,47,1,44,0,0,0,0,1548,0
52,2,2,0,4,8,1,3,0,0,0,0,56,1,35,0,0,0,0,1554,0
60,2,2,0,5,8,0,2,0,0,0,0,56,1,36,0,0,0,0,1372,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,3,0,1,9,1,2,0,0,0,0,61,0,34,0,0,0,0,1450,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,2,0,0,8,8,2,0,0,0,0,53,1,36,0,0,0,0,980,0
57,1,1,0,0,8,4,2,0,0,0,0,56,0,37,0,0,0,0,994,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,2,0,0,8,9,2,0,0,0,0,53,1,35,0,0,0,0,1178,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,1,1,1,8,1,5,0,0,0,0,56,1,36,0,0,0,0,840,0
59,1,1,0,0,9,0,2,0,0,0,0,60,0,37,0,0,0,0,1311,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,32,32,24,5,6,0,0,0,0,11,0,42,37,5,0,0,0,0,1274,0
58,4,4,1,12,6,6,8,0,0,0,0,44,1,28,0,0,0,0,1080,0
58,2,2,0,27,4,0,3,0,0,0,7,28,1,34,0,0,0,0,1276,0
65,4,4,0,4,5,0,1,0,0,0,7,49,1,38,0,0,0,0,1564,0
39,2,2,1,0,8,8,9,0,0,0,0,50,2,31,0,0,0,0,1145,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1663,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1723,0
75,5,5,0,33,5,0,2,0,0,0,1,34,0,29,0,0,0,0,1599,0
28,3,3,1,1,9,1,12,0,0,0,0,57,3,26,0,0,0,0,1112,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1733,0
55,2,2,0,10,6,3,5,0,0,0,10,38,1,34,0,0,0,0,1345,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1748,0
12,22,22,15,3,4,0,0,0,0,7,0,27,23,40,0,0,0,0,1767,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3,3,0,0,6,18,7,0,0,0,1,40,2,31,0,0,0,0,1230,0
0,67,67,67,17,2,33,50,0,0,0,0,0,0,0,0,0,0,0,56,0
33,5,5,1,8,7,12,9,0,0,0,0,40,3,27,0,0,0,0,837,0
27,5,5,2,4,7,3,19,0,0,0,3,45,6,19,0,0,0,0,1073,0
57,1,1,0,0,9,2,3,0,0,0,0,61,1,33,0,0,0,0,1365,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,6,1,9,9,2,40,0,0,0,0,29,3,16,0,0,0,0,1410,0
12,19,19,13,3,3,0,0,0,0,6,0,24,21,46,0,0,0,0,1800,0
21,5,5,2,1,8,2,19,0,0,1,0,50,6,20,0,0,0,0,1055,0
38,4,4,1,0,7,1,6,0,0,0,0,47,15,30,0,0,0,0,1078,0
24,5,5,2,1,8,4,19,0,0,1,0,50,5,21,0,0,0,0,1206,0
32,3,3,1,1,8,2,11,0,0,0,0,50,3,33,0,0,0,0,1241,0
41,1,1,1,0,7,1,5,0,0,0,0,50,1,42,0,0,0,0,1540,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2,2,0,9,9,7,1,0,0,0,1,58,1,23,0,0,0,0,1460,0
35,8,8,1,1,9,22,8,0,0,0,4,39,2,22,0,0,0,0,1317,0
30,4,4,1,4,8,4,14,0,0,0,0,50,3,24,0,0,0,0,1325,0
34,4,4,1,1,8,2,9,0,0,0,3,55,3,28,0,0,0,0,1254,0
24,4,4,2,1,8,2,15,0,0,0,0,53,5,24,0,0,0,0,938,0
52,2,2,0,8,8,1,3,0,0,0,0,52,1,35,0,0,0,0,1298,0
20,6,6,2,1,8,2,20,0,0,1,0,52,7,17,0,0,0,0,887,0
28,4,4,1,1,8,2,14,0,0,0,0,54,4,25,0,0,0,0,996,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1700,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1755,0
46,2,2,1,1,4,1,54,0,0,0,0,26,4,14,0,0,0,0,1286,0
12,19,19,13,3,3,0,0,0,0,6,0,24,21,46,0,0,0,0,1751,0
76,12,12,0,16,9,1,9,0,0,0,0,15,0,19,0,3,0,36,1987,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,7,3,2,5,2,12,0,0,1,0,32,35,17,0,0,1,0,1185,0
32,3,3,1,0,9,2,10,0,0,0,0,57,4,27,0,0,0,0,1098,0
19,7,7,2,1,8,3,24,0,0,1,0,50,7,14,0,0,0,0,835,0
58,3,3,0,10,7,0,3,0,0,0,0,51,1,34,0,0,0,0,1300,0
28,5,5,1,8,8,2,11,0,0,0,0,50,4,26,0,0,0,0,1023,0
22,6,6,2,1,8,4,20,0,0,0,1,50,6,18,0,0,0,0,862,0
28,3,3,1,1,8,1,12,0,0,0,0,55,3,29,0,0,0,0,1141,0
33,2,2,1,0,8,1,8,0,0,0,0,50,2,37,0,0,0,0,1170,0
24,6,6,2,10,8,2,16,0,0,0,0,47,5,20,0,0,0,0,1096,0
22,11,11,3,1,7,4,27,0,0,1,0,44,6,17,0,0,0,0,1017,0
37,2,2,1,1,7,1,8,0,0,0,0,49,3,37,0,0,0,0,981,0
27,4,4,1,1,9,2,14,0,0,0,0,56,4,23,0,0,0,0,1323,0
12,20,20,14,3,4,0,0,0,0,6,0,25,22,44,0,0,0,0,1844,0
12,20,20,14,3,4,0,0,0,0,6,0,25,22,44,0,0,0,0,1804,0
18,7,7,3,3,8,2,26,0,0,1,0,50,6,11,0,0,0,0,979,0
30,6,6,1,11,7,1,11,0,0,0,0,47,4,26,0,0,0,0,987,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1756,0
37,1,1,1,0,9,1,6,0,0,0,0,59,2,32,0,0,0,0,1025,0
26,5,5,2,1,9,2,16,0,0,0,0,57,5,19,0,0,0,0,1219,0
21,7,7,3,2,8,4,25,0,0,1,0,51,6,12,0,0,0,0,996,0
35,6,6,1,4,8,7,10,0,0,0,0,46,3,25,0,0,0,6,1310,0
12,19,19,13,3,3,0,0,0,0,6,0,24,21,46,0,0,0,0,1808,0
47,2,2,0,0,7,4,4,0,0,0,0,48,12,33,0,0,0,0,1165,0
33,5,5,1,12,7,1,11,0,0,0,0,47,3,25,0,0,0,0,986,0
23,5,5,2,1,9,2,20,0,0,1,0,53,4,19,0,0,0,0,1177,0
48,1,1,0,0,9,1,3,0,0,0,1,58,1,37,0,0,0,0,1256,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1726,0
71,25,25,0,0,14,98,1,0,0,0,0,1,0,0,0,0,0,0,2573,0
47,2,2,0,2,8,1,4,0,0,0,0,53,6,34,0,0,0,0,1135,0
35,4,4,1,1,7,1,7,0,0,0,0,46,17,29,0,0,0,0,1012,0
52,1,1,0,0,9,1,3,0,0,0,0,61,3,32,0,0,0,0,1219,0
43,2,2,1,10,8,1,6,0,0,0,0,51,2,29,0,0,0,0,1131,0
14,9,9,5,1,4,0,11,0,0,2,0,26,50,11,0,0,0,0,53,0
66,2,2,0,30,4,1,5,0,11,0,0,24,1,28,0,0,0,0,1504,0
39,2,2,1,0,8,8,5,0,0,0,0,50,1,35,0,0,0,0,419,0
25,4,4,1,6,8,2,13,0,0,0,0,48,4,26,0,0,0,0,453,0
55,1,1,0,0,9,0,1,0,0,0,0,60,0,38,0,0,0,0,502,0
22,8,8,2,12,7,7,16,0,0,0,0,40,6,18,0,0,0,0,414,0
40,2,2,1,7,8,1,6,0,0,0,0,52,2,31,0,0,0,0,479,0
19,8,8,2,6,8,5,21,0,0,1,0,45,7,15,0,0,0,0,544,0
12,20,20,14,3,4,0,0,0,0,6,0,25,22,45,0,0,0,0,612,0
45,5,5,1,14,7,3,10,0,0,0,0,44,4,25,0,0,0,0,541,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,587,0
12,20,20,14,3,4,0,0,0,0,6,0,25,22,45,0,0,0,0,551,0
20,6,6,2,1,9,3,25,0,0,1,0,51,5,14,0,0,0,0,553,0
23,6,6,2,1,8,5,11,0,0,1,0,51,4,27,0,0,0,0,508,0
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,429,1
61,27,27,3,0,8,73,0,7,0,0,0,9,1,0,0,0,5,5,84,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,28,28,3,0,8,74,0,6,0,0,0,9,1,0,0,0,6,4,100,1
65,35,35,3,2,10,76,4,2,0,0,0,11,0,0,0,0,2,3,124,1
56,22,22,7,1,11,51,0,16,0,0,0,18,2,0,0,0,0,12,48,1
56,22,22,7,1,11,51,0,16,0,0,0,18,2,0,0,0,0,12,49,1
58,24,24,5,1,10,63,0,12,0,0,0,14,1,0,0,0,0,8,65,1
60,26,26,3,0,8,75,0,8,0,0,0,9,1,0,0,0,2,5,86,1
58,27,27,3,0,9,76,0,8,0,0,0,10,1,0,0,0,0,5,83,1
56,23,23,6,1,11,52,0,15,0,0,0,19,2,0,0,0,0,11,55,1
60,29,29,2,0,9,76,0,4,0,0,0,12,0,0,0,0,4,3,122,1
58,26,26,4,1,10,66,0,11,0,0,0,14,1,0,0,0,0,8,68,1
60,27,27,3,0,8,73,0,7,0,0,0,9,1,0,0,0,6,5,84,1
59,30,30,2,0,8,76,0,5,0,0,0,10,1,0,0,0,5,3,104,1
61,28,28,3,0,8,76,0,6,0,0,0,8,1,0,0,0,5,4,98,1
57,23,23,6,1,11,56,0,15,0,0,0,17,2,0,0,0,0,10,58,1
59,26,26,4,1,9,69,0,10,0,0,0,12,1,0,0,0,0,7,68,1
61,29,29,2,0,8,78,0,5,0,0,0,8,1,0,0,0,5,3,103,1
58,25,25,4,1,10,65,0,11,0,0,0,14,1,0,0,0,0,8,68,1
60,28,28,3,0,8,73,0,6,0,0,0,9,1,0,0,0,6,4,92,1
61,27,27,3,0,8,73,0,7,0,0,0,9,1,0,0,0,4,5,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,27,27,3,0,8,75,0,8,0,0,0,10,1,0,0,0,0,5,80,1
61,29,29,3,0,8,76,0,6,0,0,0,8,1,0,0,0,5,4,100,1
56,26,26,4,1,9,70,0,10,0,0,0,12,1,0,0,0,0,7,66,1
58,24,24,5,1,10,60,0,13,0,0,0,15,1,0,0,0,0,9,64,1
58,26,26,4,1,9,70,0,10,0,0,0,12,1,0,0,0,0,7,63,1
61,27,27,3,0,8,75,0,8,0,0,0,9,1,0,0,0,2,5,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,25,25,8,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,1808,1
60,29,29,3,0,8,74,0,6,0,0,0,10,1,0,0,0,5,4,98,1
3,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,8933,1
61,32,32,5,1,11,69,0,6,0,0,0,15,1,0,0,0,0,8,63,1
59,27,27,3,0,8,74,0,7,0,0,0,9,1,0,0,0,3,5,88,1
5,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,9933,1
60,29,29,2,0,8,77,0,5,0,0,0,9,1,0,0,0,4,3,102,1
60,27,27,3,0,9,76,0,8,0,0,0,10,1,0,0,0,0,5,82,1
2,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1
60,26,26,4,1,9,72,0,9,0,0,0,11,1,0,0,0,0,6,75,1
60,27,27,3,0,8,73,0,7,0,0,0,8,1,0,0,0,6,5,87,1
4,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,8687,1
3,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,2083,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,24,24,11,2,12,44,0,5,0,0,0,27,3,0,0,0,0,19,43,1
51,26,26,15,3,12,23,0,0,0,0,0,38,5,0,0,0,0,31,34,1
53,20,20,11,2,12,45,0,0,0,0,0,27,4,0,0,0,0,22,40,1
50,26,26,11,2,12,39,0,0,0,0,0,33,4,0,0,0,0,22,45,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,26,26,8,1,11,46,0,15,0,0,0,23,2,0,0,0,0,13,52,1
54,21,21,11,2,12,43,0,0,0,0,0,28,4,0,0,0,0,23,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,23,23,5,2,8,7,1,0,0,5,0,62,21,1,0,0,0,0,51,1
4,23,23,5,7,8,7,4,0,0,5,0,61,17,1,0,0,0,0,153,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1
4,25,25,5,2,9,1,2,0,0,6,0,76,14,0,0,0,0,0,87,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,417,1
4,24,24,5,2,9,8,1,0,0,5,0,66,17,1,0,0,0,0,51,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,417,1
11,44,44,25,12,9,0,0,0,0,0,0,62,25,0,0,0,0,0,1132,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,385,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,384,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,331,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,369,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,384,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,229,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,342,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,608,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,437,1
