ave_functions_utilised_from_dlls_imported,bogus_functions,num_blacklisted_functions,num_whitelisted_functions,persistent_reg_key,num_native_functions,label
2.625,2.0,2.0,1.0,0.0,1.0,1
2.625,2.0,2.0,1.0,0.0,1.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
2.6260387811634343,5.0,3.0,1.0,-1.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
3.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
4.48,1.0,1.0,0.0,0.0,0.0,1
94.0,0.0,1.0,0.0,0.0,0.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
94.0,0.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
3.6666666666666665,0.0,1.0,0.0,0.0,0.0,1
2.00390625,23.0,7.0,3.0,-1.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.6760355029585802,27.0,2.0,0.0,0.0,3.0,1
0.7777777777777777,27.0,1.0,0.0,0.0,3.0,1
0.8449905482041586,27.0,1.0,0.0,0.0,3.0,1
5.083333333333334,6.0,0.0,0.0,0.0,0.0,1
2.4285714285714284,3.0,4.0,0.0,0.0,0.0,1
2.046875,0.0,1.0,0.0,0.0,0.0,1
0.1157024793388429,0.0,0.0,0.0,0.0,0.0,1
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1
4.639999999999999,10.0,0.0,0.0,0.0,5.0,1
4.999999999999999,10.0,0.0,0.0,0.0,5.0,1
2.693877551020408,14.0,3.0,1.0,0.0,6.0,1
3.083333333333333,2.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
5.88,1.0,1.0,0.0,1.0,0.0,1
1.8343195266272188,6.0,8.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
3.194444444444445,6.0,1.0,1.0,0.0,0.0,1
3.617283950617284,1.0,1.0,0.0,-1.0,0.0,1
7.888888888888888,1.0,1.0,0.0,0.0,0.0,1
1.0612244897959182,9.0,2.0,1.0,0.0,13.0,1
3.0,0.0,0.0,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,0.0,2.0,1
3.0,0.0,0.0,0.0,0.0,0.0,1
5.48,1.0,0.0,0.0,0.0,0.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
6.0,0.0,1.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
6.3125,0.0,1.0,0.0,0.0,1.0,1
3.26530612244898,3.0,0.0,1.0,-1.0,0.0,1
0.2040816326530611,0.0,0.0,0.0,0.0,0.0,1
5.680000000000001,0.0,2.0,0.0,0.0,0.0,1
5.680000000000001,0.0,2.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
3.555555555555556,0.0,1.0,0.0,0.0,0.0,1
3.0,0.0,0.0,0.0,0.0,0.0,1
3.777777777777777,3.0,1.0,0.0,0.0,0.0,1
3.3469387755102047,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
3.3469387755102047,3.0,0.0,1.0,-1.0,0.0,0
2.1666666666666665,12.0,0.0,2.0,1.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
2.6875,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.408163265306123,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.387755102040817,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.408163265306123,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3469387755102047,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3469387755102047,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
3.3469387755102047,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.408163265306123,3.0,0.0,1.0,-1.0,0.0,0
2.6875,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
2.6875,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
2.6875,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.387755102040817,3.0,0.0,1.0,-1.0,0.0,0
2.6875,3.0,0.0,1.0,-1.0,0.0,0
2.6875,3.0,0.0,1.0,-1.0,0.0,0
2.625,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
2.6875,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
2.6875,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
2.6875,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.408163265306123,3.0,0.0,1.0,-1.0,0.0,0
2.083333333333333,20.0,1.0,0.0,0.0,1.0,1
2.083333333333333,20.0,1.0,0.0,0.0,1.0,1
0.5144628099173553,5.0,0.0,1.0,1.0,0.0,1
0.859375,46.0,2.0,1.0,0.0,1.0,1
0.2448979591836734,0.0,0.0,0.0,0.0,0.0,1
0.8194444444444443,9.0,1.0,0.0,0.0,1.0,1
0.8133333333333332,0.0,0.0,1.0,0.0,0.0,1
0.8133333333333332,0.0,0.0,1.0,0.0,0.0,1
0.8133333333333332,0.0,0.0,1.0,0.0,0.0,1
0.2448979591836734,0.0,0.0,0.0,0.0,0.0,1
0.8133333333333332,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
125.0,2.0,1.0,0.0,0.0,0.0,1
0.8133333333333332,0.0,0.0,1.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
2.0800000000000005,0.0,0.0,0.0,0.0,0.0,1
3.16,3.0,3.0,0.0,0.0,0.0,1
2.96,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
3.16,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
2.0800000000000005,0.0,0.0,0.0,0.0,0.0,1
7.000000000000001,3.0,0.0,0.0,0.0,1.0,1
6.999999999999999,2.0,0.0,0.0,0.0,1.0,1
6.999999999999999,2.0,0.0,0.0,0.0,1.0,1
6.888888888888889,3.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
2.024691358024691,3.0,7.0,0.0,0.0,0.0,1
2.3541666666666665,1.0,1.0,0.0,0.0,0.0,1
7.333333333333332,0.0,1.0,0.0,0.0,0.0,1
7.555555555555556,0.0,1.0,0.0,0.0,0.0,1
5.25,3.0,1.0,0.0,0.0,0.0,1
12.25,27.0,0.0,0.0,0.0,0.0,1
7.888888888888888,1.0,1.0,0.0,0.0,0.0,1
2.2777777777777777,42.0,0.0,0.0,0.0,0.0,1
5.25,3.0,1.0,0.0,0.0,0.0,1
0.6760355029585802,27.0,2.0,0.0,0.0,3.0,1
0.7777777777777777,27.0,1.0,0.0,0.0,3.0,1
0.6760355029585802,27.0,2.0,0.0,0.0,3.0,1
0.7777777777777777,27.0,1.0,0.0,0.0,3.0,1
3.0,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,1
0.6272189349112425,5.0,1.0,0.0,0.0,2.0,1
3.0,0.0,0.0,0.0,0.0,0.0,1
0.5555555555555555,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,1
3.0,0.0,0.0,0.0,0.0,0.0,1
0.75,0.0,0.0,0.0,0.0,2.0,1
4.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,0.0,0.0,0.0,1
5.680000000000001,0.0,2.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
5.680000000000001,0.0,2.0,0.0,0.0,0.0,1
5.680000000000001,0.0,2.0,0.0,0.0,0.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
85.0,0.0,1.0,0.0,0.0,0.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
94.0,0.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
4.639999999999999,10.0,0.0,0.0,0.0,5.0,1
4.639999999999999,10.0,0.0,0.0,0.0,5.0,1
0.7986111111111112,1.0,1.0,0.0,0.0,0.0,1
31.0,0.0,1.0,0.0,0.0,0.0,1
1.859375,3.0,7.0,0.0,1.0,0.0,1
1.859375,3.0,7.0,0.0,1.0,0.0,1
1.859375,3.0,7.0,0.0,1.0,0.0,1
1.859375,3.0,7.0,0.0,1.0,0.0,1
1.859375,3.0,7.0,0.0,1.0,0.0,1
1.875,3.0,7.0,0.0,1.0,0.0,1
1.875,3.0,7.0,0.0,1.0,0.0,1
1.859375,3.0,7.0,0.0,1.0,0.0,1
1.859375,3.0,7.0,0.0,1.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
2.046875,0.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
79.0,0.0,0.0,0.0,0.0,0.0,1
79.0,0.0,0.0,0.0,0.0,0.0,1
20.5,0.0,1.0,0.0,0.0,0.0,1
3.28,3.0,4.0,1.0,0.0,0.0,1
3.224489795918368,3.0,0.0,1.0,-1.0,0.0,1
79.0,0.0,0.0,0.0,0.0,0.0,1
3.26530612244898,3.0,0.0,1.0,-1.0,0.0,1
2.59375,1.0,0.0,0.0,0.0,0.0,1
2.59375,1.0,0.0,0.0,0.0,0.0,1
71.0,0.0,1.0,0.0,0.0,0.0,1
71.0,0.0,1.0,0.0,0.0,0.0,1
0.8418367346938773,8.0,9.0,1.0,0.0,0.0,1
71.0,0.0,1.0,0.0,0.0,0.0,1
0.8418367346938773,8.0,9.0,1.0,0.0,0.0,1
0.9467455621301772,8.0,8.0,2.0,0.0,0.0,1
18.0,0.0,1.0,0.0,0.0,0.0,1
0.877551020408163,8.0,9.0,2.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
6.375,0.0,1.0,0.0,0.0,0.0,1
1.7755102040816322,3.0,2.0,1.0,0.0,1.0,1
3.12,3.0,2.0,1.0,0.0,0.0,1
2.0,3.0,1.0,0.0,0.0,1.0,1
1.7755102040816324,3.0,2.0,1.0,0.0,1.0,1
2.027777777777777,3.0,1.0,0.0,0.0,1.0,1
1.7755102040816324,3.0,2.0,1.0,0.0,1.0,1
30.0,1.0,1.0,0.0,0.0,0.0,1
2.0,3.0,1.0,0.0,0.0,1.0,1
23.75,0.0,1.0,0.0,0.0,0.0,1
2.1604938271604937,3.0,5.0,1.0,0.0,0.0,1
1.75,0.0,0.0,0.0,0.0,0.0,1
15.444444444444445,0.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
17.77777777777778,5.0,3.0,0.0,0.0,1.0,1
4.959183673469388,1.0,5.0,0.0,0.0,0.0,1
33.25,2.0,1.0,0.0,0.0,0.0,1
1.3703703703703702,3.0,5.0,0.0,0.0,1.0,1
1.3703703703703702,3.0,5.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
1.3703703703703702,3.0,5.0,0.0,0.0,1.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
2.6913580246913584,24.0,0.0,1.0,0.0,0.0,1
0.2448979591836734,2.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
1.2399999999999998,4.0,5.0,0.0,0.0,0.0,1
1.27,4.0,6.0,0.0,0.0,0.0,1
1.27,4.0,6.0,0.0,0.0,0.0,1
1.27,4.0,6.0,0.0,0.0,0.0,1
1.27,4.0,6.0,0.0,0.0,0.0,1
1.27,4.0,6.0,0.0,0.0,0.0,1
1.2499999999999998,4.0,5.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
3.6666666666666665,0.0,1.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
10.11111111111111,2.0,1.0,0.0,0.0,0.0,1
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1
3.3950617283950613,0.0,3.0,0.0,0.0,0.0,1
8.555555555555555,1.0,1.0,0.0,0.0,0.0,1
7.999999999999999,1.0,1.0,0.0,0.0,0.0,1
17.0,1.0,1.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
7.777777777777778,1.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
4.777777777777778,3.0,3.0,0.0,0.0,0.0,1
1.3125,3.0,0.0,0.0,0.0,1.0,1
1.796875,6.0,1.0,1.0,1.0,2.0,1
3.555555555555556,0.0,1.0,0.0,0.0,0.0,1
3.555555555555556,0.0,1.0,0.0,0.0,0.0,1
40.0,0.0,1.0,0.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,1
40.0,0.0,1.0,0.0,0.0,0.0,1
32.0,0.0,1.0,0.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,1
32.0,0.0,1.0,0.0,0.0,0.0,1
0.3877551020408162,0.0,0.0,0.0,0.0,0.0,1
2.0,0.0,0.0,0.0,0.0,0.0,1
1.25,0.0,0.0,0.0,0.0,0.0,1
2.5,0.0,0.0,0.0,0.0,0.0,1
1.7777777777777777,0.0,0.0,0.0,0.0,0.0,1
11.222222222222223,0.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
14.888888888888888,0.0,1.0,0.0,0.0,0.0,1
1.25,0.0,0.0,0.0,0.0,0.0,1
25.0,0.0,0.0,1.0,0.0,0.0,1
34.75,0.0,1.0,0.0,0.0,0.0,1
14.444444444444445,0.0,1.0,0.0,0.0,0.0,1
24.5,0.0,0.0,0.0,0.0,0.0,1
13.111111111111112,1.0,1.0,0.0,0.0,0.0,1
29.25,2.0,0.0,0.0,0.0,0.0,1
13.555555555555555,0.0,1.0,0.0,0.0,0.0,1
0.8699999999999998,1.0,1.0,0.0,0.0,0.0,1
24.0,0.0,0.0,0.0,0.0,0.0,1
19.5,0.0,0.0,0.0,-1.0,0.0,1
14.444444444444445,0.0,1.0,0.0,0.0,0.0,1
33.5,0.0,1.0,0.0,0.0,0.0,1
3.224489795918368,3.0,0.0,1.0,-1.0,0.0,1
4.375,13.0,0.0,0.0,0.0,0.0,1
1.81,0.0,1.0,1.0,1.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
1.510204081632653,13.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1
40.0,0.0,1.0,0.0,0.0,0.0,1
40.0,0.0,1.0,0.0,0.0,0.0,1
3.84,3.0,4.0,0.0,0.0,0.0,1
0.2592592592592593,0.0,0.0,0.0,0.0,0.0,1
1.2781065088757395,1.0,0.0,0.0,1.0,0.0,1
1.2781065088757395,1.0,0.0,0.0,1.0,0.0,1
1.2781065088757395,1.0,0.0,0.0,1.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1
16.666666666666668,29.0,3.0,0.0,-1.0,0.0,1
16.666666666666668,29.0,3.0,0.0,-1.0,0.0,1
2.305555555555556,20.0,1.0,0.0,0.0,1.0,1
7.125,25.0,0.0,1.0,1.0,0.0,1
1.8571428571428572,26.0,1.0,0.0,0.0,1.0,1
2.305555555555556,20.0,1.0,0.0,0.0,1.0,1
2.305555555555556,20.0,1.0,0.0,0.0,1.0,1
2.083333333333333,20.0,1.0,0.0,0.0,1.0,1
2.083333333333333,20.0,1.0,0.0,0.0,1.0,1
3.918367346938776,0.0,1.0,2.0,0.0,0.0,0
143.0,0.0,1.0,2.0,0.0,0.0,0
3.3673469387755097,3.0,0.0,1.0,-1.0,0.0,0
3.224489795918368,3.0,0.0,1.0,-1.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,1
0.6172839506172837,1.0,0.0,2.0,0.0,1.0,1
3.44,3.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
0.0999999999999999,1.0,0.0,0.0,0.0,0.0,1
66.0,0.0,1.0,0.0,0.0,0.0,1
64.0,0.0,0.0,0.0,0.0,0.0,1
6.0625,0.0,1.0,0.0,0.0,0.0,1
11.0,0.0,1.0,0.0,0.0,0.0,1
24.0,1.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
0.5,1.0,0.0,0.0,0.0,0.0,1
11.0,0.0,1.0,0.0,0.0,1.0,1
26.000000000000004,0.0,0.0,1.0,0.0,0.0,1
0.5,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
2.805555555555556,3.0,5.0,1.0,0.0,0.0,1
2.4166666666666665,0.0,2.0,1.0,0.0,0.0,1
2.4166666666666665,0.0,2.0,1.0,0.0,0.0,1
1.755102040816326,3.0,5.0,0.0,0.0,0.0,1
2.805555555555556,3.0,5.0,1.0,0.0,0.0,1
0.1900826446280991,0.0,0.0,0.0,0.0,0.0,1
0.1728395061728395,1.0,0.0,0.0,0.0,0.0,1
3.367346938775511,3.0,0.0,1.0,-1.0,0.0,0
5.040000000000001,0.0,1.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,1
6.3125,0.0,1.0,0.0,0.0,1.0,1
3.5833333333333326,7.0,0.0,1.0,-1.0,8.0,1
3.555555555555556,7.0,0.0,1.0,-1.0,8.0,1
3.055555555555556,3.0,5.0,1.0,0.0,0.0,1
20.5,0.0,0.0,0.0,0.0,0.0,1
2.4166666666666665,0.0,2.0,1.0,0.0,0.0,1
18.0,0.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
16.333333333333336,3.0,2.0,0.0,1.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
4.027777777777779,5.0,4.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
4.027777777777779,5.0,4.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
3.3265306122448983,21.0,0.0,0.0,-1.0,0.0,1
0.0965013456362936,82.0,0.0,0.0,0.0,0.0,1
0.0965013456362936,82.0,0.0,0.0,0.0,0.0,1
3.5,21.0,0.0,0.0,1.0,0.0,1
0.0965013456362936,82.0,0.0,0.0,0.0,0.0,1
0.1450617283950616,78.0,0.0,0.0,0.0,0.0,1
0.0836363636363636,77.0,0.0,0.0,0.0,0.0,1
0.0965013456362936,82.0,0.0,0.0,0.0,0.0,1
3.4444444444444446,21.0,0.0,0.0,0.0,0.0,1
3.5,21.0,0.0,0.0,1.0,0.0,1
3.5,21.0,0.0,0.0,1.0,0.0,1
3.5,21.0,0.0,0.0,1.0,0.0,1
2.96,3.0,3.0,0.0,0.0,0.0,1
2.1666666666666665,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
2.96,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
1.7346938775510203,3.0,4.0,0.0,0.0,0.0,1
1.6122448979591837,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
1.6326530612244898,3.0,3.0,0.0,0.0,0.0,1
2.96,3.0,3.0,0.0,0.0,0.0,1
1.530612244897959,3.0,3.0,0.0,0.0,0.0,1
2.71875,0.0,5.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
