r,rw,rx,rwc,rwx,rwxc,label
64,64,28,24,5,0,1
69,70,30,26,5,0,1
69,76,26,28,5,0,1
69,74,26,28,5,0,1
69,70,30,26,5,0,1
69,76,26,28,5,0,1
64,67,28,24,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
69,76,26,28,5,0,1
64,67,28,24,5,0,1
69,76,26,28,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
69,76,26,28,5,0,1
64,67,28,24,5,0,1
64,67,28,24,5,0,1
69,73,26,28,5,0,1
69,70,30,26,5,0,1
69,70,30,26,5,0,1
69,74,26,28,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
69,74,26,28,5,0,1
69,73,26,28,5,0,1
64,67,28,24,5,0,1
69,74,26,28,5,0,1
64,67,28,24,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
69,70,30,26,5,0,1
69,73,26,28,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
69,76,26,28,5,0,1
69,77,26,28,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
69,73,26,28,5,0,1
69,73,26,28,5,0,1
69,76,26,28,5,0,1
69,75,26,28,5,0,1
64,67,28,24,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
69,74,26,28,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
69,73,26,28,5,0,1
69,73,26,28,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
69,74,26,28,5,0,1
69,70,30,26,5,0,1
69,70,30,26,5,0,1
69,74,26,28,5,0,1
69,72,26,28,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
64,67,28,24,5,0,1
64,66,28,24,5,0,1
69,74,26,28,5,0,1
64,67,28,24,5,0,1
64,66,28,24,5,0,1
69,70,30,26,5,0,1
69,72,26,28,5,0,1
69,72,26,23,5,0,1
64,67,28,24,5,0,1
64,66,28,18,5,0,1
69,72,26,28,5,0,1
69,70,30,26,5,0,1
64,69,28,24,5,0,1
69,70,30,26,5,0,1
69,74,26,28,5,0,1
64,69,28,24,5,0,1
69,70,30,26,5,0,1
69,72,26,28,5,0,1
64,69,28,24,5,0,1
69,70,30,26,5,0,1
69,73,26,28,5,0,1
64,67,28,24,5,0,1
69,70,30,26,5,0,1
66,68,25,23,6,1,1
54,52,15,20,42,0,1
77,62,22,26,46,0,1
66,68,25,23,6,1,1
69,64,26,21,5,0,1
69,73,26,28,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
83,89,33,27,5,0,1
69,73,26,28,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
120,106,50,29,6,0,1
179,227,58,82,92,16,1
61,58,18,21,50,0,1
67,61,26,21,5,0,1
62,58,18,21,49,0,1
62,59,18,21,49,0,1
62,58,18,21,50,0,1
364,306,116,82,66,0,1
104,233,44,50,44,15,1
203,161,69,34,64,0,1
135,97,45,33,61,0,1
13,10,4,5,3,0,1
360,314,114,80,66,0,1
117,245,49,59,44,15,1
203,166,69,34,64,0,1
135,97,45,33,61,0,1
13,10,4,5,3,0,1
121,187,49,57,43,10,1
364,309,116,83,69,0,1
60,209,23,37,42,14,1
203,163,69,34,67,0,1
135,97,45,33,62,0,1
13,10,4,5,3,0,1
360,313,114,80,67,0,1
13,10,4,5,3,0,1
117,245,49,59,44,15,1
203,167,69,34,66,0,1
135,97,45,33,63,0,1
182,179,76,47,7,0,1
69,72,26,29,5,0,1
69,76,26,29,5,0,1
13,10,4,5,3,0,1
66,65,25,22,5,0,1
66,65,25,22,5,0,1
11,7,2,3,3,0,1
89,86,34,27,24,0,1
176,327,58,90,88,14,1
106,96,41,29,6,0,1
187,271,80,30,7,0,1
105,79,32,30,64,0,1
55,58,15,25,42,0,1
85,77,26,27,61,0,1
401,261,127,75,1,0,1
85,78,31,28,7,1,1
11,6,2,3,0,0,1
69,64,26,22,5,0,1
62,58,18,21,49,0,1
69,64,27,21,5,1,1
56,59,15,25,42,0,1
65,58,19,21,55,0,1
86,74,26,27,60,0,1
56,59,15,25,42,0,1
65,58,19,21,55,0,1
86,74,26,27,60,0,1
93,1119,38,24,6,2,1
95,1119,39,24,6,0,1
93,1119,38,24,6,2,1
54,52,15,20,42,0,1
99,84,39,29,5,0,1
54,52,15,20,42,0,1
99,84,39,29,5,0,1
80,71,30,26,5,0,1
112,89,35,33,65,0,1
112,89,35,33,66,0,1
54,52,15,20,42,0,1
99,86,39,29,5,0,1
54,52,15,20,42,0,1
99,86,39,29,5,0,1
54,52,15,20,42,0,1
99,86,39,29,5,0,1
54,52,15,20,42,0,1
99,86,39,29,5,0,1
54,52,15,20,42,0,1
99,86,39,29,5,0,1
54,52,15,20,42,0,1
99,86,39,29,5,0,1
54,52,15,20,42,0,1
99,86,39,29,5,0,1
54,52,15,20,42,0,1
99,86,39,29,5,0,1
67,61,26,21,5,0,1
68,61,26,21,5,0,1
108,154,43,42,22,6,1
11,10,3,4,4,0,1
81,77,30,24,6,0,1
82,163,28,61,76,19,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
71,67,27,23,6,0,1
69,73,26,28,5,0,1
69,73,26,28,5,0,1
75,68,29,23,5,0,1
69,74,26,28,5,0,1
71,67,27,23,6,0,1
69,73,26,28,5,0,1
69,73,26,28,5,0,1
71,67,27,23,6,0,1
69,73,26,28,5,0,1
69,73,26,28,5,0,1
71,67,27,24,6,0,1
71,67,27,23,6,0,1
69,76,26,28,5,0,1
71,67,27,24,6,0,1
71,67,27,23,6,0,1
71,67,27,23,6,0,1
69,73,26,28,5,0,1
71,67,27,23,6,0,1
69,77,26,28,5,0,1
71,67,27,23,6,0,1
71,67,27,23,6,0,1
71,67,27,23,6,0,1
71,67,27,23,6,0,1
44,58,18,22,5,0,1
71,67,27,24,6,0,1
71,67,27,23,6,0,1
75,68,29,23,5,0,1
72,67,27,23,6,0,1
71,67,27,24,6,0,1
71,67,27,23,6,0,1
75,68,29,23,5,0,1
70,70,25,28,5,0,1
69,74,26,28,5,0,1
71,67,27,23,6,0,1
66,70,25,28,5,0,1
71,67,27,23,6,0,1
71,67,27,24,6,0,1
66,70,25,28,5,0,1
72,67,27,24,6,0,1
71,67,27,24,6,0,1
44,58,18,23,5,0,1
71,73,26,28,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
69,72,26,28,5,0,1
69,72,26,28,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
69,73,26,28,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
69,73,26,28,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,23,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
44,58,18,22,5,0,1
33,49,12,19,5,0,1
62,59,18,21,48,0,1
62,59,18,21,49,0,1
62,59,18,21,49,0,1
54,52,15,20,42,0,1
99,84,39,29,5,0,1
54,52,15,20,42,0,1
99,84,39,29,5,0,1
95,89,37,29,5,0,1
138,106,56,37,6,0,1
54,52,15,20,42,0,1
99,89,39,29,5,0,1
54,52,15,20,42,0,1
99,84,39,29,5,0,1
87,65,25,24,48,0,1
365,303,116,83,67,0,1
87,65,25,24,49,0,1
97,92,37,30,5,0,1
128,101,54,35,6,0,1
186,155,57,41,66,0,1
94,81,28,27,62,0,1
148,218,48,71,82,14,1
62,58,18,21,50,0,1
0,2,0,0,0,0,1
40,20,11,10,3,0,1
19,13,4,5,3,0,1
39,20,11,11,3,0,1
40,21,11,9,3,0,1
39,20,11,11,3,0,1
50,50,14,19,42,0,1
19,12,4,5,3,0,1
19,12,4,5,3,0,1
11,6,2,3,3,0,1
19,13,4,5,3,0,1
40,21,11,9,3,0,1
19,12,4,5,3,0,1
43,23,12,9,3,0,1
40,22,11,9,3,0,1
54,57,15,25,42,0,1
47,32,13,17,3,0,1
0,2,0,0,0,0,1
43,23,12,9,3,0,1
40,22,11,9,3,0,1
58,55,17,20,55,0,1
58,53,16,21,42,0,1
40,22,11,9,3,0,1
65,58,19,23,60,0,1
39,21,11,12,3,0,1
65,58,19,23,60,0,1
40,22,11,9,3,0,1
65,58,19,23,60,0,1
19,13,4,5,3,0,1
43,23,12,9,3,0,1
50,50,14,19,42,0,1
39,20,11,11,3,0,1
69,60,22,22,56,0,1
39,19,11,12,3,0,1
50,50,14,19,42,0,1
19,13,4,5,3,0,1
39,20,11,11,3,0,1
50,50,14,19,42,0,1
50,50,14,19,42,0,1
50,50,14,19,42,0,1
62,56,20,22,53,0,1
50,50,14,19,42,0,1
69,60,22,22,56,0,1
50,50,14,19,42,0,1
50,50,14,19,42,0,1
122,98,38,33,66,0,1
50,50,14,19,42,0,1
97,88,40,27,6,0,1
151,165,65,32,11,0,1
93,85,38,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
93,85,38,27,6,0,1
151,161,65,32,11,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
151,161,65,32,11,0,1
93,85,38,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
148,158,64,31,9,0,1
97,88,40,27,6,0,1
151,161,65,32,11,0,1
93,85,38,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
151,158,65,32,11,0,1
93,85,38,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
92,66,37,27,6,0,1
148,166,64,31,9,0,1
97,88,40,27,6,0,1
151,174,65,32,11,0,1
93,85,38,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
93,85,38,27,6,0,1
97,88,40,27,6,0,1
97,85,40,20,6,0,1
97,88,40,27,6,0,1
151,169,65,32,11,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
97,88,40,27,6,0,1
83,88,33,27,5,0,1
83,1104,33,23,7,1,1
83,1103,33,23,8,2,1
158,546,68,30,7,0,1
66,65,25,21,7,1,1
85,76,33,26,8,0,1
70,92,28,29,6,0,1
83,89,33,27,5,0,1
69,64,26,21,5,0,1
2,3,0,0,0,0,1
93,76,28,28,64,0,1
69,64,26,21,5,0,1
69,66,26,21,5,0,1
136,94,41,35,66,0,1
55,57,15,25,42,0,1
85,74,26,27,60,0,1
139,95,42,35,67,0,1
55,57,15,25,42,0,1
85,74,26,27,61,0,1
97,103,38,29,5,0,1
84,81,34,28,6,0,1
69,64,26,21,5,0,1
68,61,26,21,5,0,1
67,61,26,21,5,0,1
67,61,26,21,5,0,1
67,61,26,21,5,0,1
68,61,27,21,5,1,1
69,64,26,21,5,0,1
68,61,26,21,5,0,1
144,149,57,42,23,5,1
66,71,25,27,5,0,1
67,61,26,21,5,0,1
81,60,25,25,55,0,1
81,60,25,25,56,0,1
50,2280,16,18,43,0,1
101,92,31,30,65,0,1
81,66,33,24,5,0,1
86,575,26,32,58,0,1
81,60,25,25,55,0,1
68,64,26,22,5,0,1
69,64,26,22,5,0,1
68,61,26,21,5,0,1
67,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
67,61,26,21,5,0,1
98,120,30,36,66,3,1
16,113,1,16,7,0,1
67,61,26,21,5,0,1
67,61,26,21,5,0,1
62,58,18,21,49,0,1
61,58,18,21,49,0,1
62,58,18,21,49,0,1
62,58,18,21,50,0,1
61,58,18,21,48,0,1
33,45,10,17,52,0,1
33,45,10,17,52,0,1
11,7,2,3,3,0,1
55,58,15,25,42,0,1
85,74,26,27,60,0,1
131,91,44,33,64,0,1
83,88,33,27,5,0,1
62,58,18,21,49,0,1
86,76,33,27,5,0,1
86,76,33,27,5,0,1
89,141,33,23,6,0,1
69,76,26,28,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
69,72,26,28,5,0,1
83,88,33,27,5,0,1
120,102,50,29,6,0,1
120,106,50,29,6,0,1
105,104,41,27,6,1,1
134,120,42,39,65,0,1
134,117,42,39,65,0,1
134,115,42,39,65,0,1
113,85,34,30,65,0,1
134,115,42,39,65,0,1
55,59,15,25,42,0,1
85,74,26,27,60,0,1
96,81,30,30,60,0,1
131,94,44,33,62,0,1
32,50,12,24,7,0,1
44,56,18,26,7,0,1
163,98,54,34,0,0,1
91,62,28,24,0,0,1
131,94,44,33,66,0,1
82,184,32,26,33,17,1
55,59,15,25,42,0,1
85,75,26,27,61,0,1
96,82,30,30,61,0,1
69,64,26,21,5,0,1
91,64,28,24,0,0,1
159,98,52,34,0,0,1
131,94,44,33,64,0,1
94,113,36,30,5,0,1
55,59,15,25,42,0,1
85,76,26,27,61,0,1
96,84,30,30,61,0,1
163,98,54,34,0,0,1
91,62,28,24,0,0,1
55,59,15,25,42,0,1
85,75,26,27,60,0,1
96,81,30,30,60,0,1
131,92,44,33,62,0,1
163,98,54,34,0,0,1
91,62,28,24,0,0,1
80,106,32,26,5,0,1
55,59,15,25,42,0,1
85,75,26,27,60,0,1
96,81,30,30,60,0,1
131,91,44,33,62,0,1
52,56,14,24,42,0,1
194,337,81,33,6,0,1
85,75,26,27,60,0,1
69,74,26,28,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
105,102,44,29,6,0,1
68,65,26,21,5,0,1
164,284,67,30,6,0,1
85,75,26,27,60,0,1
69,74,26,28,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
105,102,44,29,6,0,1
65,63,24,23,5,0,1
65,63,24,23,5,0,1
65,63,24,23,5,0,1
83,89,33,27,5,0,1
120,103,50,29,6,0,1
83,90,33,27,5,0,1
120,100,50,29,6,0,1
83,89,33,27,5,0,1
120,103,50,29,6,0,1
120,101,50,29,6,0,1
83,89,33,27,5,0,1
120,101,50,29,6,0,1
83,89,33,27,5,0,1
120,101,50,29,6,0,1
83,89,33,27,5,0,1
83,89,33,27,5,0,1
120,100,50,29,6,0,1
83,89,33,27,5,0,1
120,101,50,29,6,0,1
83,89,33,27,5,0,1
120,102,50,29,6,0,1
120,101,50,29,6,0,1
83,89,33,27,5,0,1
120,100,50,29,6,0,1
83,88,33,27,5,0,1
120,102,50,29,6,0,1
83,88,33,27,5,0,1
83,88,33,27,5,0,1
120,102,50,29,6,0,1
148,148,62,34,6,0,1
83,88,33,27,5,0,1
120,101,50,29,6,0,1
83,88,33,27,5,0,1
120,103,50,29,6,0,1
75,87,28,25,5,0,1
75,87,28,25,5,0,1
75,87,28,25,5,0,1
78,93,29,41,5,0,1
77,101,23,28,55,0,1
146,117,44,42,71,0,1
153,209,54,113,96,33,1
160,211,55,114,96,33,1
66,71,25,28,5,0,1
66,69,25,23,5,0,1
112,117,43,26,6,0,1
117,120,44,30,6,0,1
112,119,43,32,6,0,1
66,71,25,28,5,0,1
90,94,36,25,6,1,1
90,93,36,26,7,2,1
396,266,126,74,1,0,1
84,79,31,26,10,0,1
11,6,2,3,0,0,1
11,8,2,3,0,0,1
11,8,2,3,0,0,1
11,8,2,3,0,0,1
11,8,2,3,0,0,1
98,81,37,36,0,0,1
77,66,28,18,0,0,1
133,152,49,49,1,0,1
83,88,33,27,5,0,1
98,81,37,36,0,0,1
77,66,28,18,0,0,1
133,148,49,49,1,0,1
83,88,33,27,5,0,1
69,64,26,21,5,0,1
62,58,18,21,49,0,1
83,106,33,24,7,1,1
62,58,18,21,48,0,1
62,58,18,21,50,0,1
62,58,18,21,49,0,1
140,250,57,69,40,14,1
140,244,57,69,40,14,1
164,200,66,62,32,9,1
113,140,44,53,29,6,1
164,200,66,62,32,9,1
164,200,66,62,32,9,1
164,200,66,62,32,9,1
164,210,66,62,32,9,1
164,196,66,62,32,9,1
164,200,66,62,32,9,1
164,207,66,62,32,9,1
164,210,66,62,32,9,1
164,211,66,52,32,9,1
164,211,66,62,32,9,1
164,199,66,62,32,9,1
164,195,66,62,32,9,1
140,250,57,69,40,14,1
107,97,40,29,7,1,1
105,91,40,21,7,1,1
62,58,18,21,50,0,1
107,99,41,29,6,0,1
73,67,28,22,5,0,1
83,88,33,27,5,0,1
120,101,50,29,6,0,1
83,89,33,27,5,0,1
120,103,50,29,6,0,1
83,91,33,27,5,0,1
120,101,50,29,6,0,1
105,100,41,29,6,0,1
62,58,18,21,50,0,1
80,59,26,26,59,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
123,203,50,54,33,10,1
157,209,64,56,30,9,1
161,261,65,65,37,13,1
99,111,39,32,6,0,1
99,108,39,32,6,0,1
99,110,39,32,6,0,1
86,76,33,27,5,0,1
86,76,33,27,5,0,1
84,75,32,26,5,0,1
213,308,91,70,32,9,1
170,310,73,71,34,11,1
84,75,32,26,5,0,1
84,75,32,27,5,0,1
86,76,33,27,5,0,1
105,101,44,29,6,0,1
86,76,33,27,5,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,102,44,29,6,0,1
84,75,32,27,5,0,1
157,209,64,56,30,9,1
134,277,56,65,38,14,1
99,114,39,32,6,0,1
101,116,40,32,6,0,1
99,113,39,32,6,0,1
157,188,63,51,26,8,1
99,114,39,32,6,0,1
155,182,62,53,26,8,1
122,205,49,61,35,11,1
99,112,39,32,6,0,1
105,101,44,29,6,0,1
70,64,27,21,5,0,1
62,58,18,21,49,0,1
93,76,28,28,63,0,1
101,87,31,30,64,0,1
101,90,31,30,65,0,1
93,76,28,28,63,0,1
69,64,26,21,5,0,1
93,76,28,28,64,0,1
69,64,26,21,5,0,1
69,64,26,21,5,0,1
69,64,26,21,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
44,58,18,23,5,0,1
74,56,22,27,53,0,1
74,60,22,16,58,0,1
74,63,22,26,58,0,1
214,1265,71,41,63,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
405,330,136,75,3,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
63,59,18,22,58,1,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
63,61,18,27,45,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
55,57,15,25,42,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,68,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,65,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
74,60,22,16,58,0,1
74,63,22,26,58,0,1
74,63,22,26,58,0,1
80,168,23,53,78,15,1
101,93,31,35,63,0,1
45,52,14,19,52,0,1
101,92,31,35,63,0,1
45,52,14,19,52,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
93,76,28,28,64,0,1
93,76,28,28,64,0,1
68,62,26,21,5,0,1
48,49,19,13,5,0,1
135,239,48,123,100,32,1
55,57,15,25,42,0,1
85,74,26,27,60,0,1
32,184,5,14,32,0,1
55,57,15,25,42,0,1
85,75,26,27,61,0,1
88,75,27,27,65,0,1
67,61,26,21,5,0,1
64,63,24,24,7,0,1
62,58,18,21,49,0,1
62,58,18,21,50,0,1
62,58,19,21,49,1,1
68,61,26,21,5,0,1
33,45,10,17,52,0,1
96,81,30,30,61,0,1
105,100,32,33,66,0,1
131,95,44,33,64,0,1
110,252,47,30,6,0,1
55,59,15,25,42,0,1
55,59,15,25,42,0,1
33,45,10,17,52,0,1
85,78,26,27,61,0,1
105,95,32,33,66,0,1
131,94,44,33,66,0,1
105,99,32,33,66,0,1
33,45,10,17,52,0,1
55,59,15,25,42,0,1
55,59,15,25,42,0,1
33,45,10,17,52,0,1
85,74,26,27,61,0,1
105,94,32,33,66,0,1
96,80,30,30,61,0,1
33,45,10,17,52,0,1
131,94,44,33,64,0,1
105,100,32,33,66,0,1
55,59,15,25,42,0,1
55,59,15,25,42,0,1
33,45,10,17,52,0,1
105,95,32,33,66,0,1
85,73,26,27,61,0,1
96,81,30,30,61,0,1
105,102,32,33,66,0,1
131,94,44,33,66,0,1
33,45,10,17,52,0,1
55,59,15,25,42,0,1
55,59,15,25,42,0,1
33,45,10,17,52,0,1
105,99,32,33,66,0,1
96,81,30,30,61,0,1
85,74,26,27,61,0,1
105,101,32,33,66,0,1
131,92,44,33,64,0,1
33,45,10,17,52,0,1
55,59,15,25,42,0,1
33,45,10,17,52,0,1
55,59,15,25,42,0,1
96,81,30,30,61,0,1
85,79,26,27,61,0,1
105,100,32,33,66,0,1
33,45,10,17,52,0,1
131,93,44,33,66,0,1
110,253,47,30,6,0,1
55,59,15,25,42,0,1
55,59,15,25,42,0,1
96,81,30,30,61,0,1
33,45,10,17,52,0,1
105,99,32,33,66,0,1
85,74,26,27,61,0,1
105,101,32,33,66,0,1
33,45,10,17,52,0,1
33,45,10,17,52,0,1
55,59,15,25,42,0,1
55,59,15,25,42,0,1
96,80,30,30,60,0,1
105,99,32,33,63,0,1
85,78,26,27,60,0,1
131,91,44,33,62,0,1
105,102,32,33,63,0,1
55,59,15,25,42,0,1
55,59,15,25,42,0,1
85,74,26,27,61,0,1
105,100,32,33,66,0,1
105,101,32,33,66,0,1
103,128,39,44,7,0,1
75,86,28,37,5,0,1
75,86,28,37,5,0,1
112,90,35,33,66,0,1
112,90,35,33,65,0,1
112,90,35,33,65,0,1
112,90,35,33,65,0,1
112,90,35,33,65,0,1
112,90,35,33,66,0,1
112,90,35,33,66,0,1
200,178,83,48,6,0,1
62,58,18,21,48,0,1
62,58,18,21,48,0,1
62,58,18,21,48,0,1
69,64,26,21,5,0,1
32,43,12,20,6,0,1
131,95,44,33,64,0,1
85,75,26,27,61,0,1
131,96,44,33,62,0,1
85,75,26,27,60,0,1
131,96,44,33,66,0,1
85,74,26,27,61,0,1
131,96,44,33,64,0,1
85,75,26,27,60,0,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
85,74,26,27,60,0,1
33,45,10,17,52,0,1
131,94,44,33,64,0,1
33,45,10,17,52,0,1
105,99,32,33,64,0,1
131,96,44,33,66,0,1
85,74,26,27,61,0,1
0,2,0,0,0,0,1
8,27,1,1,5,0,1
2,3,0,0,0,0,1
99,7212,40,17,7,0,1
99,7217,40,21,7,0,1
131,95,44,33,62,0,1
33,46,10,17,52,0,1
33,46,10,17,52,0,1
33,46,10,17,52,0,1
131,94,44,33,64,0,1
85,76,26,27,60,0,1
84,97,33,25,5,0,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
105,94,32,33,66,0,1
33,45,10,17,52,0,1
33,45,10,17,52,0,1
85,74,26,27,61,0,1
69,64,26,21,5,0,1
61,229,15,76,75,21,1
115,177,36,76,91,19,1
67,61,27,21,5,1,1
69,64,26,21,5,0,1
54,52,15,20,42,0,1
99,84,39,29,5,0,1
156,290,66,71,35,12,1
105,102,44,29,6,0,1
166,179,54,61,76,9,1
128,93,42,32,52,0,1
