r,rw,rx,rwc,rwx,rwxc,label
13,10,4,5,3,0,1
199,278,87,53,4,0,1
316,403,104,71,14,0,1
13,10,4,5,3,0,1
198,276,87,54,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
313,401,103,71,14,0,1
13,10,4,5,3,0,1
196,283,86,54,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
316,405,104,71,14,0,1
13,10,4,5,3,0,1
198,279,87,54,4,0,1
313,393,103,71,9,0,1
13,10,4,5,3,0,1
199,272,87,53,4,0,1
313,413,103,71,14,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
316,407,104,71,14,0,1
13,10,4,5,3,0,1
198,282,87,54,4,0,1
316,396,104,71,9,0,1
13,10,4,5,3,0,1
198,280,87,54,4,0,1
313,406,103,71,14,0,1
13,10,4,5,3,0,1
196,267,86,54,4,0,1
313,392,103,70,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,393,103,71,14,0,1
13,10,4,5,3,0,1
199,285,87,53,4,0,1
316,398,104,71,9,0,1
13,10,4,5,3,0,1
198,286,87,54,4,0,1
313,402,103,71,14,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,404,103,71,14,0,1
13,10,4,5,3,0,1
196,273,86,54,4,0,1
316,400,104,71,9,0,1
13,10,4,5,3,0,1
201,296,88,53,4,0,1
313,402,103,71,14,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,424,103,71,9,0,1
13,10,4,5,3,0,1
201,282,88,53,4,0,1
313,417,103,71,14,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
316,414,104,71,14,0,1
13,10,4,5,3,0,1
198,283,87,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,279,87,53,4,0,1
313,414,103,71,14,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
313,405,103,71,9,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,426,103,71,14,0,1
13,10,4,5,3,0,1
199,285,87,53,4,0,1
313,415,103,71,9,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
316,408,104,71,14,0,1
13,10,4,5,3,0,1
201,277,88,53,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
313,404,103,71,14,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
313,408,103,71,14,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,271,87,53,4,0,1
316,398,104,71,14,0,1
13,10,4,5,3,0,1
198,278,87,54,4,0,1
313,398,103,71,9,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
316,395,104,71,14,0,1
13,10,4,5,3,0,1
198,284,87,54,4,0,1
313,388,103,71,9,0,1
13,10,4,5,3,0,1
199,266,87,53,4,0,1
313,400,103,71,14,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
33,45,10,17,52,0,1
33,45,10,17,52,0,1
110,255,47,29,6,0,1
55,59,15,25,42,0,1
55,59,15,25,42,0,1
55,56,15,17,42,0,1
105,99,32,33,63,0,1
85,74,26,27,60,0,1
131,94,44,33,62,0,1
105,100,32,33,63,0,1
33,45,10,17,52,0,1
131,91,44,33,64,0,1
55,59,15,25,42,0,1
33,45,10,17,52,0,1
55,59,15,25,42,0,1
105,99,32,33,64,0,1
96,80,30,30,60,0,1
85,74,26,27,60,0,1
105,100,32,33,64,0,1
62,58,18,21,49,0,1
62,58,18,21,48,0,1
62,58,18,21,48,0,1
62,58,18,21,49,0,1
62,58,18,21,48,0,1
62,58,18,21,49,0,1
62,58,18,21,49,0,1
75,67,28,21,5,0,1
67,61,26,21,5,0,1
68,61,26,21,5,0,1
69,64,27,21,5,1,1
62,58,18,21,48,0,1
68,61,26,21,5,0,1
68,61,26,21,5,0,1
62,58,18,21,48,0,1
62,59,18,21,49,0,1
68,61,26,21,5,0,1
62,58,18,21,48,0,1
68,61,26,21,5,0,1
62,58,18,21,49,0,1
69,64,26,21,5,0,1
62,58,18,21,49,0,1
62,59,18,21,48,0,1
62,58,18,21,49,0,1
62,58,18,21,49,0,1
62,58,18,21,48,1,1
61,58,18,21,48,0,1
128,170,42,73,93,21,1
188,244,59,61,65,0,1
62,58,18,21,48,0,1
67,61,26,21,5,0,1
62,58,18,21,49,0,1
69,64,26,21,5,0,1
61,58,18,21,49,0,1
62,58,18,21,49,0,1
68,62,26,21,5,0,1
62,58,18,21,49,0,1
359,310,114,80,69,0,1
60,199,23,37,42,14,1
203,166,69,34,67,0,1
135,97,45,33,62,0,1
13,10,4,5,3,0,1
61,58,18,21,49,0,1
67,61,26,21,5,0,1
68,62,26,21,5,0,1
103,171,43,30,6,0,1
69,78,26,27,5,0,1
44,58,18,22,5,0,1
64,63,24,23,5,0,1
66,71,25,28,5,0,1
90,94,27,33,58,0,1
63,63,18,27,46,0,1
34,47,10,17,52,0,1
48,49,13,19,42,0,1
51,56,14,24,42,0,1
97,119,39,28,7,1,1
83,103,33,26,7,1,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
69,72,26,28,5,0,1
69,73,26,28,5,0,1
120,101,50,29,6,0,1
83,88,33,27,5,0,1
32,46,12,20,5,0,1
120,104,50,29,6,0,1
105,194,44,32,6,0,1
83,88,33,27,5,0,1
69,72,26,28,5,0,1
48,60,20,23,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
69,71,26,28,5,0,1
69,73,26,28,5,0,1
69,72,26,28,5,0,1
66,70,25,28,5,0,1
69,73,26,28,5,0,1
120,102,50,29,6,0,1
8,108,1,1,7,1,1
83,88,33,27,5,0,1
69,74,26,28,5,0,1
48,60,20,23,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
90,230,27,33,58,0,1
63,63,18,27,45,0,1
34,47,10,17,52,0,1
48,49,13,19,42,0,1
51,56,14,24,42,0,1
32,44,12,20,5,0,1
90,100,27,33,55,0,1
63,64,18,27,47,0,1
34,47,10,17,52,0,1
48,49,13,19,42,0,1
51,56,14,24,42,0,1
107,191,44,32,6,0,1
120,101,50,29,6,0,1
83,89,33,27,5,0,1
66,70,25,28,5,0,1
54,52,15,20,42,0,1
99,84,39,29,5,0,1
66,68,25,22,5,0,1
66,62,25,22,5,0,1
109,122,46,31,6,0,1
172,177,67,42,10,0,1
13,10,4,5,3,0,1
69,77,26,28,5,0,1
83,88,33,27,5,0,1
149,242,52,123,101,37,1
148,241,51,124,104,37,1
87,97,26,32,55,0,1
10,10,3,4,4,0,1
73,70,28,26,7,0,1
10,10,3,4,4,0,1
174,168,74,37,7,0,1
48,59,20,23,5,0,1
12,10,4,5,3,0,1
73,69,28,23,7,0,1
63,62,24,24,7,0,1
10,10,3,4,4,0,1
124,146,54,25,7,0,1
73,70,28,26,7,0,1
10,10,3,4,4,0,1
174,178,74,37,7,0,1
48,59,20,23,5,0,1
12,10,4,5,3,0,1
73,69,28,23,7,0,1
73,70,28,25,7,0,1
10,10,3,4,4,0,1
174,170,74,37,7,0,1
48,59,20,23,5,0,1
12,10,4,5,3,0,1
73,70,28,23,7,0,1
10,10,3,4,4,0,1
120,145,52,22,7,0,1
77,73,30,28,7,0,1
10,10,3,4,4,0,1
176,175,75,37,7,0,1
48,59,20,23,5,0,1
12,10,4,5,3,0,1
77,72,30,25,7,0,1
10,10,3,4,4,0,1
139,154,61,25,7,0,1
32,49,12,24,7,0,1
73,68,28,24,7,0,1
10,10,3,4,4,0,1
77,73,30,28,7,0,1
10,10,3,4,4,0,1
176,179,75,37,7,0,1
48,59,20,23,5,0,1
12,10,4,5,3,0,1
77,72,30,25,7,0,1
10,10,3,4,4,0,1
124,143,54,25,7,0,1
73,70,28,26,7,0,1
10,10,3,4,4,0,1
177,174,75,37,7,0,1
48,59,20,23,5,0,1
12,10,4,5,3,0,1
73,69,28,23,7,0,1
10,10,3,4,4,0,1
119,145,52,21,7,0,1
64,60,24,24,7,0,1
83,88,33,27,5,0,1
73,68,28,24,7,0,1
10,10,3,4,4,0,1
149,145,65,30,7,0,1
13,10,4,5,3,0,1
69,77,26,28,5,0,1
73,70,28,27,7,0,1
10,10,3,4,4,0,1
174,168,74,37,7,0,1
48,59,20,23,5,0,1
12,10,4,5,3,0,1
73,69,28,24,7,0,1
10,10,3,4,4,0,1
124,153,54,25,7,0,1
77,75,30,30,7,0,1
10,10,3,4,4,0,1
62,58,18,21,49,0,1
69,64,26,21,5,0,1
69,64,26,21,5,0,1
350,376,111,81,70,0,1
165,146,69,38,6,1,1
14,10,4,5,3,1,1
170,750,73,35,6,1,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
77,72,23,22,59,0,1
122,92,38,33,65,0,1
347,359,110,79,67,0,1
165,145,69,38,6,1,1
14,10,4,5,3,1,1
170,759,73,36,6,1,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
77,69,23,22,60,0,1
122,93,38,33,66,0,1
347,360,110,80,67,0,1
165,141,69,38,6,1,1
14,10,4,5,3,1,1
170,774,73,36,6,1,1
55,58,15,26,42,0,1
55,58,15,25,42,0,1
77,69,23,22,60,0,1
55,58,15,25,42,0,1
111,104,34,36,64,0,1
122,92,38,33,66,0,1
350,370,111,80,70,0,1
165,148,69,38,6,1,1
14,10,4,5,3,1,1
170,750,73,36,6,1,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
77,72,23,22,59,0,1
122,93,38,33,65,0,1
165,153,69,38,6,1,1
14,10,4,5,3,1,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
77,72,23,22,60,0,1
111,108,34,36,64,0,1
122,92,38,33,66,0,1
350,367,111,80,70,0,1
165,144,69,38,6,1,1
14,10,4,5,3,1,1
170,754,73,35,6,1,1
55,58,15,25,42,0,1
55,58,15,25,42,0,1
77,69,23,22,59,0,1
55,58,15,25,42,0,1
111,109,34,36,63,0,1
122,91,38,33,65,0,1
68,65,26,21,5,0,1
13,10,4,5,3,0,1
90,80,34,27,5,0,1
69,75,26,28,5,0,1
121,111,50,36,6,0,1
100,107,37,35,5,0,1
96,89,38,28,5,0,1
121,108,50,36,6,0,1
105,101,44,29,6,0,1
105,102,44,29,6,0,1
69,74,26,28,5,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,105,44,29,6,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,102,44,29,6,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,102,44,29,6,0,1
105,102,44,29,6,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,102,44,29,6,0,1
121,109,50,36,6,0,1
13,10,4,5,3,0,1
90,80,34,27,5,0,1
96,93,38,28,5,0,1
121,108,50,36,6,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,101,44,29,6,0,1
105,102,44,29,6,0,1
105,101,44,29,6,0,1
100,106,37,35,5,0,1
69,77,26,28,5,0,1
69,73,26,28,5,0,1
61,59,18,21,49,0,1
110,100,46,26,6,0,1
52,61,22,22,5,0,1
11,11,3,4,3,0,1
91,147,36,25,5,0,1
107,77,44,31,6,0,1
107,77,44,31,6,0,1
52,61,22,22,5,0,1
107,77,44,31,6,0,1
52,61,22,22,5,0,1
66,65,25,22,5,0,1
79,160,28,42,30,8,1
48,60,20,23,5,0,1
34,48,13,19,5,0,1
90,79,34,29,5,0,1
69,78,26,28,5,0,1
66,67,25,27,5,0,1
71,67,27,24,6,0,1
71,67,27,24,6,0,1
34,47,13,19,5,0,1
71,67,27,24,6,0,1
71,67,27,24,6,0,1
127,128,52,33,6,0,1
66,67,25,27,5,0,1
126,100,51,35,6,0,1
52,61,22,22,5,0,1
66,67,25,27,5,0,1
143,160,62,32,6,0,1
65,65,24,22,5,0,1
77,63,22,27,46,0,1
112,101,47,27,6,0,1
107,77,44,31,6,0,1
107,77,44,31,6,0,1
219,316,65,59,67,0,1
68,70,26,28,5,0,1
34,49,13,19,5,0,1
52,61,22,22,5,0,1
14,10,4,5,3,0,1
107,78,44,30,6,0,1
120,102,50,29,6,0,1
52,61,22,22,5,0,1
71,67,27,24,6,0,1
126,100,51,35,6,0,1
107,77,44,31,6,0,1
13,10,4,5,3,0,1
52,62,22,21,5,0,1
113,69,46,32,3,0,1
122,96,49,27,6,0,1
69,73,26,28,5,0,1
52,61,22,22,5,0,1
52,61,22,22,5,0,1
106,175,42,53,28,9,1
11,11,3,4,3,0,1
91,150,36,25,5,0,1
128,128,47,43,32,31,1
135,97,51,33,6,0,1
66,65,25,22,5,0,1
48,60,20,23,5,0,1
34,48,13,19,5,0,1
69,76,26,29,5,0,1
34,47,13,19,5,0,1
83,89,33,27,5,0,1
69,72,26,28,5,0,1
125,124,53,34,6,0,1
67,67,25,23,5,0,1
66,65,25,22,5,0,1
48,60,20,23,5,0,1
141,152,61,31,6,0,1
121,93,48,34,6,0,1
54,52,15,20,42,0,1
99,85,39,30,5,0,1
121,93,48,34,6,0,1
61,59,18,21,48,0,1
54,52,15,20,42,0,1
99,84,39,29,5,0,1
121,92,48,34,6,0,1
121,93,48,34,6,0,1
54,52,15,20,42,0,1
99,85,39,30,5,0,1
141,154,61,31,6,0,1
68,64,27,21,5,0,1
141,149,61,31,6,0,1
54,52,15,20,42,0,1
99,84,39,29,5,0,1
143,150,62,32,6,0,1
313,406,103,70,14,0,1
13,10,4,5,3,0,1
196,253,81,52,4,0,1
312,405,103,70,9,0,1
13,10,4,5,3,0,1
190,244,78,47,4,0,1
54,57,15,25,42,0,1
47,33,13,17,3,0,1
59,57,17,19,47,0,1
54,57,15,25,42,0,1
59,37,16,19,22,0,1
59,57,17,19,46,0,1
54,57,15,25,42,0,1
43,23,12,9,3,0,1
59,61,17,24,45,0,1
313,412,103,69,9,0,1
13,10,4,5,3,0,1
197,252,82,51,4,0,1
62,58,18,21,50,0,1
120,101,50,29,6,0,1
66,70,25,28,5,0,1
69,75,26,28,5,0,1
83,88,33,27,5,0,1
83,88,33,27,5,0,1
66,70,25,28,5,0,1
66,65,25,23,5,0,1
162,155,67,35,7,1,1
73,68,28,22,6,0,1
128,128,51,40,6,0,1
105,101,44,29,6,0,1
161,163,69,33,7,1,1
127,134,52,33,6,0,1
120,103,50,29,6,0,1
108,112,42,35,6,0,1
69,75,26,28,5,0,1
66,65,25,23,5,0,1
95,90,37,34,6,0,1
73,68,28,22,6,0,1
73,68,28,22,6,0,1
95,83,37,26,7,1,1
69,71,26,28,5,0,1
12,10,4,5,3,0,1
127,130,52,32,6,0,1
105,101,44,29,6,0,1
73,68,28,22,6,0,1
69,79,26,28,5,0,1
66,70,25,28,5,0,1
120,113,48,33,6,0,1
66,70,25,28,5,0,1
83,89,33,27,5,0,1
66,70,25,28,5,0,1
66,70,25,28,5,0,1
69,73,26,28,5,0,1
120,101,50,29,6,0,1
69,76,26,28,5,0,1
162,160,68,38,6,0,1
83,88,33,27,5,0,1
120,100,50,29,6,0,1
159,164,69,36,6,0,1
69,72,26,28,5,0,1
111,197,45,114,5,0,0
111,195,45,109,5,0,0
111,189,45,108,5,0,0
111,193,45,109,5,0,0
111,204,45,109,5,0,0
109,131,44,52,5,0,0
111,210,45,109,5,0,0
111,191,45,109,5,0,0
111,197,45,114,5,0,0
137,191,54,101,6,0,0
122,107,51,29,6,0,0
109,123,44,52,5,0,0
500,384,165,103,70,0,0
109,111,44,32,5,0,0
111,195,45,109,5,0,0
111,191,45,109,5,0,0
120,107,49,31,6,0,0
111,206,45,120,5,0,0
109,126,44,52,5,0,0
109,116,44,33,5,0,0
492,404,161,101,70,0,0
111,204,45,114,5,0,0
111,206,45,120,5,0,0
111,197,45,109,5,0,0
111,204,45,109,5,0,0
120,140,49,47,5,0,0
111,194,45,108,5,0,0
97,79,38,28,5,0,0
111,196,45,109,5,0,0
111,196,45,109,5,0,0
111,202,45,109,5,0,0
117,210,48,111,5,0,0
111,199,45,114,5,0,0
109,116,44,33,5,0,0
109,127,44,52,5,0,0
111,199,45,109,5,0,0
137,199,54,113,6,0,0
111,200,45,114,5,0,0
111,209,45,109,5,0,0
111,195,45,114,5,0,0
103,160,41,80,5,0,0
111,204,45,109,5,0,0
135,96,45,33,61,0,0
108,111,43,32,5,0,0
111,189,45,107,5,0,0
111,210,45,109,5,0,0
111,196,45,114,5,0,0
111,212,45,109,5,0,0
109,202,44,121,5,0,0
111,207,45,109,5,0,0
103,160,41,80,5,0,0
103,159,41,80,5,0,0
111,191,45,109,5,0,0
111,201,45,108,5,0,0
111,191,45,109,5,0,0
111,189,45,108,5,0,0
97,79,38,28,5,0,0
203,161,69,33,64,0,0
113,211,46,131,5,0,0
111,196,45,113,5,0,0
484,427,158,102,66,0,0
109,208,44,123,5,0,0
111,188,45,108,5,0,0
111,192,45,109,5,0,0
486,416,159,101,70,0,0
111,192,45,109,5,0,0
138,124,44,38,57,0,0
107,116,43,32,5,0,0
111,197,45,113,5,0,0
111,194,45,108,5,0,0
111,198,45,109,5,0,0
103,154,41,80,5,0,0
111,190,45,109,5,0,0
111,186,45,109,5,0,0
137,187,54,101,6,0,0
111,188,45,108,5,0,0
111,190,45,109,5,0,0
113,213,46,131,5,0,0
111,198,45,114,5,0,0
111,191,45,109,5,0,0
113,212,46,130,5,0,0
137,189,54,101,6,0,0
152,150,61,45,7,0,0
150,164,61,43,7,0,0
111,191,45,109,5,0,0
111,190,45,109,5,0,0
483,429,158,102,66,0,0
115,223,47,124,5,0,0
111,200,45,114,5,0,0
111,203,45,108,5,0,0
111,195,45,109,5,0,0
109,116,44,33,5,0,0
111,202,45,109,5,0,0
111,198,45,114,5,0,0
103,158,41,80,5,0,0
109,116,44,33,5,0,0
111,187,45,109,5,0,0
111,191,45,109,5,0,0
111,189,45,108,5,0,0
111,190,45,109,5,0,0
111,196,45,109,5,0,0
111,188,45,108,5,0,0
84,74,32,27,5,0,0
111,197,45,113,5,0,0
109,126,44,52,5,0,0
111,198,45,114,5,0,0
111,188,45,108,5,0,0
109,116,44,33,5,0,0
107,119,43,32,5,0,0
111,188,45,108,5,0,0
103,154,41,80,5,0,0
111,198,45,109,5,0,0
109,214,44,124,5,0,0
111,199,45,114,5,0,0
103,159,41,80,5,0,0
103,192,41,117,5,0,0
111,199,45,114,5,0,0
108,215,43,111,5,0,0
111,191,45,109,5,0,0
495,377,163,103,70,0,0
113,126,43,33,5,0,0
64,60,23,23,4,0,0
111,192,45,109,5,0,0
111,203,45,114,5,0,0
111,191,45,109,5,0,0
109,131,44,52,5,0,0
203,161,69,33,64,0,0
113,212,46,131,5,0,0
137,189,54,101,6,0,0
495,374,163,103,68,0,0
110,208,44,120,5,0,0
132,97,41,39,61,0,0
109,130,44,52,5,0,0
103,191,41,117,5,0,0
109,123,44,52,5,0,0
111,191,45,109,5,0,0
85,75,32,26,5,0,0
111,200,45,114,5,0,0
111,191,45,108,5,0,0
109,119,44,33,5,0,0
111,200,45,114,5,0,0
111,207,45,120,5,0,0
111,188,45,108,5,0,0
113,214,46,130,5,0,0
111,199,45,114,5,0,0
111,211,45,109,5,0,0
111,205,45,109,5,0,0
490,415,160,101,69,0,0
111,191,45,109,5,0,0
111,190,45,109,5,0,0
111,193,45,109,5,0,0
111,189,45,108,5,0,0
111,191,45,109,5,0,0
111,191,45,109,5,0,0
113,213,46,131,5,0,0
109,129,44,52,5,0,0
111,191,45,109,5,0,0
111,199,45,114,5,0,0
111,199,45,114,5,0,0
111,199,45,109,5,0,0
137,186,54,101,6,0,0
97,84,38,28,5,0,0
64,64,24,23,5,0,0
111,202,45,106,5,0,0
111,192,45,109,5,0,0
483,372,158,102,67,0,0
111,191,45,109,5,0,0
111,202,45,109,5,0,0
1,4,0,0,0,0,0
109,128,44,52,5,0,0
111,195,45,114,5,0,0
118,226,48,128,5,0,0
111,191,45,109,5,0,0
126,134,51,46,5,0,0
103,190,41,116,5,0,0
103,154,41,80,5,0,0
107,110,43,32,5,0,0
111,188,45,109,5,0,0
111,140,45,26,5,0,0
111,191,45,108,5,0,0
483,420,158,102,66,0,0
103,158,41,80,5,0,0
111,189,45,108,5,0,0
111,199,45,109,5,0,0
203,163,69,33,69,0,0
111,192,45,107,5,0,0
111,193,45,109,5,0,0
107,116,43,32,5,0,0
111,188,45,108,5,0,0
111,200,45,109,5,0,0
109,119,44,33,5,0,0
111,193,45,109,5,0,0
103,157,41,80,5,0,0
122,107,51,29,6,0,0
103,154,41,80,5,0,0
109,127,44,52,5,0,0
103,154,41,80,5,0,0
111,188,45,108,5,0,0
111,195,45,109,5,0,0
111,217,45,120,5,0,0
137,217,54,114,6,0,0
137,186,54,101,6,0,0
109,116,44,33,5,0,0
111,196,45,109,5,0,0
111,191,45,109,5,0,0
111,190,45,109,5,0,0
69,75,26,28,5,0,0
256,158,88,49,10,0,0
122,111,48,39,6,0,0
109,119,44,33,5,0,0
103,192,41,117,5,0,0
71,19,20,26,3,0,0
111,188,45,108,5,0,0
109,210,44,123,5,0,0
137,199,54,113,6,0,0
111,190,45,109,5,0,0
236,557,87,63,36,0,0
103,193,41,117,5,0,0
107,119,43,32,5,0,0
107,126,43,32,5,0,0
107,109,43,32,5,0,0
64,63,24,23,5,0,0
137,188,54,101,6,0,0
108,116,43,32,5,0,0
105,109,42,37,5,0,0
103,192,41,116,5,0,0
137,203,54,118,6,0,0
131,118,52,34,6,0,0
103,171,41,82,5,0,0
1,4,0,0,0,0,0
111,202,45,114,5,0,0
122,107,51,29,6,0,0
111,195,45,109,5,0,0
111,191,45,109,5,0,0
111,190,45,109,5,0,0
109,116,44,33,5,0,0
137,115,44,36,58,0,0
111,200,45,109,5,0,0
137,189,54,101,6,0,0
111,212,45,109,5,0,0
111,189,45,108,5,0,0
111,191,45,109,5,0,0
111,200,45,109,5,0,0
111,193,45,109,5,0,0
111,194,45,109,5,0,0
242,176,83,46,24,0,0
111,202,45,114,5,0,0
111,193,45,109,5,0,0
135,95,45,33,61,0,0
137,186,54,101,6,0,0
111,192,45,109,5,0,0
114,140,44,30,5,0,0
145,174,60,41,6,0,0
112,146,45,25,5,0,0
111,196,45,109,5,0,0
105,109,42,37,5,0,0
111,200,45,109,5,0,0
111,200,45,114,5,0,0
103,154,41,80,5,0,0
111,211,45,120,5,0,0
111,189,45,108,5,0,0
137,193,54,105,6,0,0
109,124,44,52,5,0,0
137,189,54,102,6,0,0
111,191,45,109,5,0,0
111,190,45,109,5,0,0
108,124,43,32,5,0,0
111,197,45,114,5,0,0
137,199,54,113,6,0,0
111,193,45,108,5,0,0
111,191,45,109,5,0,0
111,195,45,114,5,0,0
111,204,45,109,5,0,0
129,116,52,33,6,0,0
111,195,45,109,5,0,0
84,72,32,27,5,0,0
111,191,45,109,5,0,0
107,109,43,32,5,0,0
120,140,49,47,5,0,0
111,198,45,108,5,0,0
111,189,45,108,5,0,0
111,191,45,109,5,0,0
137,190,54,101,6,0,0
111,192,45,109,5,0,0
109,208,44,123,5,0,0
103,164,41,80,5,0,0
111,203,45,114,5,0,0
103,154,41,80,5,0,0
111,194,45,109,5,0,0
111,191,45,109,5,0,0
111,196,45,109,5,0,0
109,129,44,52,5,0,0
97,79,38,28,5,0,0
103,195,41,118,5,0,0
111,188,45,108,5,0,0
107,124,43,32,5,0,0
111,188,45,108,5,0,0
103,154,41,80,5,0,0
109,128,44,52,5,0,0
120,138,46,70,6,0,0
103,163,41,80,5,0,0
111,202,45,109,5,0,0
109,129,44,52,5,0,0
103,155,41,80,5,0,0
111,197,45,113,5,0,0
109,130,44,52,5,0,0
111,191,45,109,5,0,0
111,216,45,109,5,0,0
107,119,43,32,5,0,0
111,191,45,108,5,0,0
103,155,41,80,5,0,0
135,97,45,33,61,0,0
137,189,54,101,6,0,0
111,188,45,108,5,0,0
484,417,158,102,70,0,0
111,188,45,108,5,0,0
111,188,45,109,5,0,0
137,186,54,101,6,0,0
103,154,41,80,5,0,0
483,423,158,102,70,0,0
109,122,44,52,5,0,0
111,190,45,109,5,0,0
109,123,44,52,5,0,0
120,138,46,70,6,0,0
111,197,45,114,5,0,0
109,127,44,33,5,0,0
111,194,45,113,5,0,0
97,79,38,28,5,0,0
484,427,158,102,69,0,0
112,231,45,125,5,0,0
111,198,45,109,5,0,0
137,189,54,101,6,0,0
137,199,54,113,6,0,0
97,79,38,28,5,0,0
120,212,47,110,5,0,0
496,377,163,103,70,0,0
111,193,45,109,5,0,0
111,205,45,109,5,0,0
113,212,46,130,5,0,0
111,198,45,109,5,0,0
109,123,44,52,5,0,0
109,124,44,33,5,0,0
111,202,45,109,5,0,0
111,199,45,114,5,0,0
130,113,50,39,6,0,0
111,192,45,108,5,0,0
111,192,45,109,5,0,0
111,197,45,109,5,0,0
137,189,54,101,6,0,0
111,201,45,108,5,0,0
111,188,45,108,5,0,0
111,193,45,113,5,0,0
182,706,77,45,7,0,0
137,199,54,114,6,0,0
109,121,44,50,5,0,0
486,361,159,102,66,0,0
111,193,45,113,5,0,0
111,208,45,109,5,0,0
111,189,45,108,5,0,0
97,82,38,28,5,0,0
168,170,69,38,6,0,0
109,131,44,52,5,0,0
109,124,44,33,5,0,0
111,191,45,109,5,0,0
109,116,44,33,5,0,0
111,206,45,120,5,0,0
115,140,46,54,5,0,0
69,75,26,27,5,0,0
111,192,45,107,5,0,0
111,192,45,108,5,0,0
111,197,45,109,5,0,0
111,191,45,109,5,0,0
111,192,45,109,5,0,0
111,186,45,109,5,0,0
171,768,67,47,17,0,0
103,155,41,80,5,0,0
111,191,45,109,5,0,0
109,131,44,30,5,0,0
110,216,44,121,5,0,0
165,168,69,38,6,0,0
109,123,44,52,5,0,0
111,193,45,109,5,0,0
111,202,45,109,5,0,0
13,10,4,5,3,0,0
103,196,41,118,5,0,0
111,189,45,108,5,0,0
137,189,54,101,6,0,0
111,200,45,114,5,0,0
111,197,45,113,5,0,0
111,205,45,109,5,0,0
97,79,38,28,5,0,0
103,157,41,80,5,0,0
103,196,41,116,5,0,0
103,158,41,80,5,0,0
98,85,38,28,5,0,0
13,10,4,5,3,0,0
117,218,45,111,5,0,0
111,197,45,114,5,0,0
261,161,90,51,6,0,0
103,161,41,80,5,0,0
203,162,69,33,64,0,0
111,188,45,108,5,0,0
103,158,41,80,5,0,0
103,160,41,80,5,0,0
111,204,45,114,5,0,0
111,194,45,108,5,0,0
111,205,45,109,5,0,0
111,193,45,113,5,0,0
111,191,45,109,5,0,0
69,76,26,28,5,0,0
111,206,45,114,5,0,0
103,169,41,80,5,0,0
26,70,8,42,5,0,0
103,157,41,80,5,0,0
111,195,45,109,5,0,0
111,196,45,109,5,0,0
111,199,45,114,5,0,0
111,197,45,109,5,0,0
111,190,45,109,5,0,0
103,195,41,116,5,0,0
111,199,45,114,5,0,0
111,199,45,109,5,0,0
111,207,45,120,5,0,0
111,210,45,109,5,0,0
111,191,45,108,5,0,0
109,123,44,33,5,0,0
111,196,45,114,5,0,0
137,190,54,101,6,0,0
111,216,45,108,5,0,0
111,198,45,114,5,0,0
111,206,45,114,5,0,0
111,199,45,114,5,0,0
111,192,45,108,5,0,0
65,65,24,23,5,0,0
111,194,45,109,5,0,0
111,196,45,114,5,0,0
111,208,45,109,5,0,0
483,379,158,102,67,0,0
97,80,38,28,5,0,0
