,category,sha256,label,F1_totalAPICalls,F2_percentageOfFileAPICalls,F3_1_fileAPIPercentageNtReadFile,F3_2_fileAPIPercentageNtWriteFile,F3_3_fileAPIPercentageSetFilePointer,F3_4_fileAPIPercentageSetFilePointerEx,F3_5_fileAPIPercentageNtCreateFile,F3_6_fileAPIPercentageNtDeviceIoControlFile,F3_7_fileAPIPercentageGetFileAttributesExW,F3_8_fileAPIPercentageNtQueryDirectoryFile,F3_9_fileAPIPercentageFindFirstFileExW,F3_10_fileAPIPercentageNtQueryInformationFile,F3_11_fileAPIPercentageGetFileSizeEx,F3_12_fileAPIPercentageGetFileType,F3_13_fileAPIPercentageNtOpenFile,F3_14_fileAPIPercentageSetEndOfFile,F3_15_fileAPIPercentageMoveFileWithProgressW,F3_16_fileAPIPercentageSetFileAttributesW,F3_17_fileAPIPercentageDeleteFileW,F4_percentageOfUniqueFilesTouched,F5_percentageOfUniqueFileExtensionsTouched,F6_percentageOfUniqueFileLocationsTouched,F7_1_percentgeOfFileExtensionPy,F7_2_percentgeOfFileExtensionPng,F7_3_percentgeOfFileExtensionTxt,F7_4_percentgeOfFileExtensionTlc,F7_5_percentgeOfFileExtensionMsg,F7_6_percentgeOfFileExtensionExe,F7_7_percentageOfFileExtensionDll,F8_1_percentageOfFilesInDocuments,F8_2_percentageOfFilesInPictures,F8_3_percentageOfFilesInMusic,F8_4_percentageOfFilesInVideos,F8_5_percentageOfFilesInDesktop,F8_6_percentageOfFilesInDownloads,F9_APICallsPerSecond,F10_percentageOfPotentialCustomExtensionsUsed,F11_1_percentageOfFileExtensionsDocuments,F11_2_percentageOfFileExtensionsImages,F11_3_percentageOfFileExtensionsVideos,F11_4_percentageOfFileExtensionsAudio,F11_5_percentageOfFileExtensionsDatabase,F11_6_percentageOfFileExtensionsArchives,F11_7_percentageOfFileExtensionsExecutables,F11_8_percentageOfFileExtensionsSystem,F11_9_percentageOfFileExtensionsBackup,F11_10_percentageOfFileExtensionsEmail,F11_11_percentageOfFileExtensionsVMImages,F11_12_percentageOfFileExtensionsGames,F11_13_percentageOfFileExtensionsDevelopment
1799,1,ReportSHA256M_None_da3bb9669fb983ad8d2ffc01aab9d56198bd9cedf2cc4387f19f4604a070a9b5.elf.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,1,ReportSHA256M_None_da273c6062c7fe4f69998113d6cabb51998f857194f9bd126343a8603d8200ff.exe.json,TRUE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,1,ReportSHA256M_None_db047784fe26f5c9b5695339b82522f6942461f3c041a9bd28eadbe45273328f.exe.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,1,ReportSHA256M_None_dbf3ca4534f5cf0866e5e03c22475df6ed90efb88a7b2e64cfc650a6272443b4.exe.json,TRUE,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1803,1,ReportSHA256M_None_dc5baed72cd979b4d20c8f864fb536de4a832e8a053db969d3629e8b57a9f370.exe.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,1,ReportSHA256M_None_dc403cfef757e9bcb3eaa3cc89f8174fc8de5eef64a0e0ee5e5698991f0437f9.exe.json,TRUE,195,7,0,0,0,0,57,0,0,0,0,0,0,0,7,0,0,0,0,50,25,50,0,0,0,0,0,0,50,0,0,0,0,0,0,171,17,0,0,0,0,0,0,50,33,0,0,0,0,0
1805,1,ReportSHA256M_None_df6d7db39db72b4e86c7b13147b11b5819dd345a34f766d57894852b477c475d.exe.json,TRUE,337,8,4,0,4,0,12,0,0,19,0,4,0,0,19,0,0,0,0,33,33,33,0,0,0,0,0,0,33,0,0,0,0,0,0,191,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1806,1,ReportSHA256M_None_df7a7545740cb004efb243a6b99eb19a82c06dd49e5cd40f498a2c3ef9cf1d11.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,417,50,0,0,0,0,0,0,50,0,0,0,0,0,0
1807,1,ReportSHA256M_None_e3b556b6148061be97b70d2c0dc47d226ca75c2293f5de70efc7cdda86661417.exe.json,TRUE,120,3,0,0,0,0,0,0,0,0,25,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,1,ReportSHA256M_None_e3bf41de3a7edf556d43b6196652aa036e48a602bb3f7c98af9dae992222a8eb.exe.json,TRUE,37792,9,0,0,0,0,1,0,0,67,30,0,0,0,0,0,0,0,0,13,13,13,0,0,0,0,0,54,0,0,0,0,0,0,0,83,37,0,0,0,0,0,0,54,9,0,0,0,0,0
1809,1,ReportSHA256M_None_e04cdba2c9443b7a859fb328cf19fecd73b6a91d0964b405d56a42ee0721c671.exe.json,TRUE,7634,11,3,4,11,0,12,1,3,8,29,0,0,4,0,0,3,0,0,14,6,14,0,0,5,0,0,12,6,12,11,6,3,3,1,797,43,16,9,1,3,0,0,20,7,0,0,0,0,0
1810,1,ReportSHA256M_None_e9ad445291d4bd723c3d078a7137af48f3d375a25138b776eb4625ac07d6c1cf.exe.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,1,ReportSHA256M_None_e9e27536fa5ecb4a0619a8c48acb25767aead903b9e712498ecee9574ec1d3c2.apk.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,1,ReportSHA256M_None_e9f769b1c0a4ca0a6cab2a165d5c2614d35c58b4d47b555e04bcc971d94c5c30.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,384,50,0,0,0,0,0,0,50,0,0,0,0,0,0
1813,1,ReportSHA256M_None_e16fea1b8874cc6b26e7e2df9697f03f86efa82247bb3b2922f1d05052dbcbb4.exe.json,TRUE,2183,11,0,0,0,0,18,0,0,0,53,2,0,5,0,0,0,0,0,4,5,4,0,0,0,0,0,25,0,0,0,0,0,0,0,167,50,0,0,0,0,0,0,25,25,0,0,0,0,0
1814,1,ReportSHA256M_None_e43e08f74b30e6493f2753bb1eb2463fd41b0a0853d5a208652763db02e6160d.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,436,50,0,0,0,0,0,0,50,0,0,0,0,0,0
1815,1,ReportSHA256M_None_e64de38787850a88d92cb250314fb7bd6483a2f473b02d3c70daddcbf22ddabd.exe.json,TRUE,5732,6,6,2,12,0,12,0,2,6,8,1,1,10,7,0,0,0,2,20,13,20,0,0,8,0,0,26,11,0,0,0,0,13,0,412,18,8,0,0,0,5,0,48,2,19,0,0,0,0
1816,1,ReportSHA256M_None_e387a1cc1a8694dc77d325a9adbc9b6f6650fe50b51896ec06a7030110912879.exe.json,TRUE,161,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,516,22,0,0,0,0,0,0,78,0,0,0,0,0,0
1817,1,ReportSHA256M_None_e935f3917b5c33eda4fec9dccfce78564bf7979fe36685825ccd5a03de8c18df.ps1.json,TRUE,46314,58,9,9,1,18,5,0,0,4,0,8,4,0,2,0,0,5,0,13,1,13,33,0,18,0,1,0,1,1,3,0,0,0,0,635,27,21,5,0,1,0,0,1,0,1,0,1,0,42
1818,1,ReportSHA256M_None_e2663d1ce192e322ff34230d8e81665c7763b2c6790e354f72b7de36dfde23c8.exe.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,1,ReportSHA256M_None_e7641a50f8644dba2a239519fc7054041819409823bfaa2cd1b1f80763cb2101.exe.json,TRUE,44468,90,31,32,31,0,2,0,0,1,1,0,0,1,1,0,0,0,0,3,0,3,0,0,12,0,0,0,0,37,44,0,0,0,0,4130,4,49,45,0,0,0,2,0,0,0,0,0,0,0
1820,1,ReportSHA256M_None_e9056b5596854e3473033e3b28577c83a70f1b5be20e4b1cf529688ad7591b70.exe.json,TRUE,18019,3,9,1,0,0,15,4,0,4,18,1,1,2,3,0,0,3,0,21,12,21,0,0,1,0,0,40,0,0,0,0,0,1,0,42,37,3,4,0,0,4,0,43,9,0,0,0,0,0
1821,1,ReportSHA256M_None_e133175b822a5469edb6dff81734848124470374a57bcaa8d273f0e2e08d2d95.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,400,50,0,0,0,0,0,0,50,0,0,0,0,0,0
1822,1,ReportSHA256M_None_e7069134552e53173e8d17c8e8e8cef312e3ca448134dfbd345fed37e739e075.exe.json,TRUE,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,1,ReportSHA256M_None_e4384092476483a23d496bfd661882246d5df6ea077d3ab21ee68335feabb3ab.exe.json,TRUE,161,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,573,22,0,0,0,0,0,0,78,0,0,0,0,0,0
1824,1,ReportSHA256M_None_ea7ed9bb14a7bda590cf3ff81c8c37703a028c4fdb4599b6a283d68fdcb2613f.exe.json,TRUE,109,9,0,10,0,20,20,10,0,0,0,0,0,40,0,0,0,0,0,67,67,67,0,0,67,0,0,0,0,0,0,0,0,0,0,1,0,67,0,0,0,0,0,0,33,0,0,0,0,0
1825,1,ReportSHA256M_None_eae876886f19ba384f55778634a35a1d975414e83f22f6111e3e792f706301fe.json,TRUE,4927,9,0,0,0,0,15,0,0,0,52,1,0,11,0,0,0,0,0,4,3,4,0,0,0,0,0,26,0,0,0,0,0,0,0,39,53,0,0,0,0,0,0,26,21,0,0,0,0,0
1826,1,ReportSHA256M_None_ebb528207b2fc06a6bc89e9d430bcdfe254f0838b0f4660f67cc6bd1ebc193be.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,384,50,0,0,0,0,0,0,50,0,0,0,0,0,0
1827,1,ReportSHA256M_None_ecfdfad0929035be79a34e5509346a5556a578c42d01c525d198f389c36802bc.exe.json,TRUE,161,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,573,22,0,0,0,0,0,0,78,0,0,0,0,0,0
1828,1,ReportSHA256M_None_ed7a8085d032d16b42691b3072da9bc78cbbe298179a3ed05d9561eb66f96e17.rar.json,TRUE,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,50,0,0,0,0,0,0,5,50,0,0,0,0,0,0,50,0,0,0,0,0,0
1829,1,ReportSHA256M_None_ee06c557f1acd5c4948b1df0413e49f3885f8ac96185a9d986b91a1231444541.dll.json,TRUE,99,9,22,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57,14,0,0,0,0,14,43,0,0,0,0,0,0,0,29,0,0,0,0,0,0,57,0,0,0,0,0,14
1830,1,ReportSHA256M_None_efb0f928648e6988c29bb03bb6b14f2760870f3040f0195ca1c6ad8ac5fa2dee.exe.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,1,ReportSHA256M_None_f7d270ca0f2b4d21830787431f881cd004b2eb102cc3048c6b4d69cb775511c8.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,369,50,0,0,0,0,0,0,50,0,0,0,0,0,0
1832,1,ReportSHA256M_None_f9f5265f4c748ce0e2171915fb8edb6d967539ac46d624db8eb2586854dd0d9e.elf.json,TRUE,710,5,8,0,6,0,14,0,0,14,0,3,0,6,14,0,0,0,0,25,25,25,0,0,0,0,0,0,25,0,0,0,0,0,0,116,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1833,1,ReportSHA256M_None_f053b065eca36adc65dff4bcfeab3e132cc6a38ae73c1b9b53a428b0939c3d94.exe.json,TRUE,101551,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,75,75,75,0,0,0,0,0,0,25,0,0,0,0,0,0,831,62,0,0,0,0,0,0,25,12,0,0,0,0,0
1834,1,ReportSHA256M_None_f314bdcdc6956e09997b08502710a55e456fbe0f271f07314d642b222f0be0a5.exe.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,1,ReportSHA256M_None_f333cc6bbcb5de96f325af4778223fbba6973146b497b41ce7d05af0a1812521.apk.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,1,ReportSHA256M_None_f336b4804a0fd330ae0e10dc6d16f1b2f037965452626ea8fe7572ecc20fcb83.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,267,50,0,0,0,0,0,0,50,0,0,0,0,0,0
1837,1,ReportSHA256M_None_f2423b5b4e9602c5ae496d69e093cfece7b50e2ad71b752ca1c58424f7db1ca7.zip.json,TRUE,24270,34,6,0,24,0,9,0,0,0,25,0,0,32,0,0,0,0,0,1,1,1,0,0,0,0,0,23,0,0,0,0,0,1,0,194,53,0,0,0,0,0,0,39,7,0,0,0,0,0
1838,1,ReportSHA256M_None_fb9f6b2171efc6573097847509a882ad8c4c19104d85b13fbedf625d3de8f69a.exe.json,TRUE,1297,3,0,8,0,0,16,0,0,13,5,0,0,16,13,0,0,0,0,42,33,42,0,0,25,0,0,0,50,0,0,0,0,25,0,2,17,25,0,0,0,0,0,50,8,0,0,0,0,0
1839,1,ReportSHA256M_None_fb399a624795230353bfdeb33ec25c423ea42e96813b7b8fd699af8ccd4efbba.apk.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,1,ReportSHA256M_None_ff7e1880ded238c142b256ea0279040145ebdcb94e74dce85910d86a8bdfd83d.ps1.json,TRUE,19402,2,19,1,16,1,9,9,5,5,0,0,1,3,6,0,0,0,0,42,21,42,0,0,1,0,0,6,41,0,0,0,0,1,0,33,23,2,3,0,0,0,0,60,1,8,0,0,1,0
1841,1,ReportSHA256M_None_fffa812e3233f1c96b51bba5c83cd819a2a4e01f84d40d9fba5f747f0e9f28c1.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,39,50,0,0,0,0,0,0,50,0,0,0,0,0,0
1842,1,ReportSHA256M_None_HITLER_RANSOMWARE.bin.json,TRUE,11452,10,8,1,21,0,11,0,1,11,5,4,1,9,10,0,0,0,0,22,11,22,0,0,1,0,0,16,9,5,7,5,4,3,2,26,24,3,3,0,1,3,0,55,6,3,0,0,0,0
1843,1,ReportSHA256M_None_ransom4.bin.json,TRUE,18654,45,6,7,0,15,32,0,5,12,6,0,0,10,1,0,0,0,5,32,1,32,9,23,1,0,10,0,0,2,1,1,0,0,0,81,45,3,28,2,0,0,0,1,0,0,0,10,0,10
1844,1,ReportSHA256M_Nopyfy_4f80f6e8611cf200bf729518db8db9aa1d62996224ada204f1a6bfe3d76ed010.exe.json,TRUE,322,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,28,22,28,0,0,0,0,0,22,56,0,0,0,0,0,0,0,22,0,0,0,0,0,0,78,0,0,0,0,0,0
1845,1,ReportSHA256M_Nopyfy_1505864873f9ce5eb449765dcf35f4cf6134956381e38b54abf20bb722f8299c.exe.json,TRUE,161,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,245,22,0,0,0,0,0,0,78,0,0,0,0,0,0
1846,1,ReportSHA256M_NotPetya_027cc450ef5f8c5f653329641ec1fed91f694e0d229928963b30f6b0d7d3a745.json,TRUE,108,7,25,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,0,0,0,0,0,17,50,0,0,0,0,0,0,23,33,0,0,0,0,0,0,67,0,0,0,0,0,0
1847,1,ReportSHA256M_Nuke_3fb5af5018d03ff87735c678bef687cd5099e64c8c0636b62919c3b7d2072de9.exe.json,TRUE,161,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,29,22,0,0,0,0,0,0,78,0,0,0,0,0,0
1848,1,ReportSHA256M_Octocrypt_9a557b61005dded36d92a2f4dafdfe9da66506ed8e2af1c851db57d8914c4344.exe.json,TRUE,178,12,5,0,5,0,9,0,0,23,0,5,0,0,23,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1849,1,ReportSHA256M_Octocrypt_65ad38f05ec60cabdbac516d8b0e6447951a65ca698ca2046c50758c3fd0608b.exe.json,TRUE,177,12,5,0,5,0,9,0,0,23,0,5,0,0,23,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1850,1,ReportSHA256M_Octocrypt_a7528fefccbb36949a97476e4717bc0af1359c13d028a5df6a5c8c8687d851e8.exe.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,1,ReportSHA256M_OnyxLocker_02ffc8761f72dd1ad0b00cbee533623c1203ff3422fa965cef912111782cd783.exe.json,TRUE,161,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,82,22,0,0,0,0,0,0,78,0,0,0,0,0,0
1852,1,ReportSHA256M_OnyxLocker_46439966f3a88b9bcfe151ff1892c6cfee86853ca5b6f3d120e0d1b98d462ee3.exe.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,1,ReportSHA256M_OrcusRAT_9162035bdf58571f4addb781f7501a55337a2437c0022e0cb5cf9f0162bcf8f2.exe.json,TRUE,160,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,10000,22,0,0,0,0,0,0,78,0,0,0,0,0,0
1854,1,ReportSHA256M_Other_muddyc3.py.json,TRUE,1695,5,16,0,8,3,13,0,0,10,0,1,1,10,10,0,0,0,4,25,35,25,0,0,0,0,0,0,5,0,0,0,0,0,0,38,20,20,0,0,0,0,0,60,0,0,0,0,0,0
1855,1,ReportSHA256M_Pandora_1f172321dfc7445019313cbed4d5f3718a6c0638f2f310918665754a9e117733.exe.json,TRUE,386682,0,1,0,0,0,4,1,0,5,3,1,1,3,7,0,0,0,1,54,38,54,0,0,0,0,0,54,0,0,0,0,0,0,0,2647,15,0,0,0,0,23,0,54,8,0,0,0,0,0
1856,1,ReportSHA256M_Pandora_5b56c5d86347e164c6e571c86dbf5b1535eae6b979fede6ed66b01e79ea33b7b.exe.json,TRUE,184,3,0,0,0,0,40,0,0,0,0,0,0,60,0,0,0,0,0,100,100,100,0,0,0,0,0,50,50,0,0,0,0,0,0,83,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1857,1,ReportSHA256M_Pandora_627ede421ee51a7153ee896f657169665c1e9f79ef0ba4af1f6450d816900cbb.exe.json,TRUE,635730,0,1,0,0,0,4,1,0,5,3,1,1,3,7,0,0,0,1,54,38,54,0,0,0,0,0,54,0,0,0,0,0,0,0,3530,15,0,0,0,0,23,0,54,8,0,0,0,0,0
1858,1,ReportSHA256M_Paradise_4dabb914b8a29506e1eced1d0467c34107767f10fdefa08c40112b2e6fc32e41.exe.json,TRUE,68,13,33,0,0,0,22,0,0,0,0,11,0,0,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,100,0,0,0,0,0,0
1859,1,ReportSHA256M_Payme_4410111ba794c46861f4fbfce06d6c8a790582d0fdd7fbe070f30b0cee93e2a6.exe.json,TRUE,161,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,21,22,0,0,0,0,0,0,78,0,0,0,0,0,0
1860,1,ReportSHA256M_Paymen45_f9dc9848892b3c1ca620a7a69cce4ff5bbf03cdfd0ad12f348973ea76d4d125e.exe.json,TRUE,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,1,ReportSHA256M_Paypal_0aa9d909b052a10983085cb0320b5edb-1496276873.M415623P23648Q152-167.57.60.52-37237-none.json,TRUE,2884,30,0,23,0,0,64,0,0,0,0,0,0,0,13,0,0,0,0,22,5,22,0,0,0,0,0,2,6,0,0,0,0,0,0,5,38,4,0,0,0,1,0,9,7,9,0,0,31,0
1862,1,ReportSHA256M_Paypal_0ab8e530017ec6d0992b38e1d81e061a-1496269919.M270869P21540Q9582-120.24.226.35-37237-none.json,TRUE,2734,31,0,22,0,0,65,0,0,0,0,0,0,0,13,0,0,0,0,23,5,23,0,0,0,0,0,3,7,0,0,0,0,0,0,5,39,4,1,0,0,2,0,9,7,9,0,0,29,0
1863,1,ReportSHA256M_Paypal_0b492eeb00dd15da2fbf8f78a6368d46-1496265352.M938329P20429Q3589-185.93.69.114-37237-none.json,TRUE,2772,30,0,22,0,0,65,0,0,0,0,0,0,0,13,0,0,0,0,23,5,23,0,0,0,0,0,3,7,0,0,0,0,0,0,5,39,4,1,0,0,2,0,9,7,9,0,0,29,0
1864,1,ReportSHA256M_Paypal_0bf4fe5aafbaf4aeb99bbde92957cbaa-1496275441.M850552P22942Q9144-59.124.168.34-37237-none.json,TRUE,2948,28,0,22,0,0,65,0,0,0,0,0,0,0,13,0,0,0,0,23,5,23,0,0,0,0,0,3,7,0,0,0,0,0,0,5,39,4,1,0,0,2,0,9,7,9,0,0,29,0
1865,1,ReportSHA256M_Paypal_0c05c117cd61cfa787fd70dd1e1f8bb8-1496269136.M949460P21540Q7791-114.215.149.183-37237-none.json,TRUE,2736,31,0,22,0,0,65,0,0,0,0,0,0,0,14,0,0,0,0,23,5,23,0,0,0,0,0,3,7,0,0,0,0,0,0,5,39,4,1,0,0,2,0,9,7,9,0,0,29,0
1866,1,ReportSHA256M_Paypal_0c29dc9f11e012ffb9c973b8a58714e5-1496267091.M94293P21540Q2788-103.237.3.172-37237-none.json,TRUE,2791,30,0,23,0,0,64,0,0,0,0,0,0,0,13,0,0,0,0,23,5,23,0,0,0,0,0,3,7,0,0,0,0,0,0,6,38,4,1,0,0,2,0,9,7,9,0,0,31,0
1867,1,ReportSHA256M_Paypal_0c49225b3f1827f48591aeff8c28f950-1496275754.M116611P22942Q9777-95.53.247.194-37237-none.json,TRUE,2823,30,0,22,0,0,65,0,0,0,0,0,0,0,13,0,0,0,0,23,5,23,0,0,0,0,0,3,7,0,0,0,0,0,0,22,39,4,1,0,0,2,0,9,7,9,0,0,29,0
1868,1,ReportSHA256M_Paypal_0cbbd7b26eefe54fa7d9b26d1abe4c16-1496265263.M782529P20429Q3331-121.197.10.89-37237-none.json,TRUE,2634,32,0,22,0,0,65,0,0,0,0,0,0,0,14,0,0,0,0,23,5,23,0,0,0,0,0,3,7,0,0,0,0,0,0,21,39,4,1,0,0,2,0,9,7,9,0,0,29,0
1869,1,ReportSHA256M_Paypal_0cbe4487aeba64d1cb7e1b01f341c0a2-1496272925.M649861P22942Q3657-185.82.222.137-37237-none.json,TRUE,2587,32,0,22,0,0,64,0,0,0,0,0,0,0,13,0,0,0,0,23,5,23,0,0,0,0,0,3,6,0,0,0,0,0,0,21,39,4,1,0,0,2,0,9,7,9,0,0,30,0
1870,1,ReportSHA256M_Paypal_0ccc234cb1dc9f86a4e8d2ff200fedd7-1496266723.M101632P21540Q1920-196.203.214.161-37237-none.json,TRUE,2658,32,0,22,0,0,64,0,0,0,0,0,0,0,13,0,0,0,0,23,5,23,0,0,0,0,0,3,6,0,0,0,0,0,0,22,39,4,1,0,0,2,0,9,7,9,0,0,30,0
1871,1,ReportSHA256M_Paypal_0db945e5bf6d92b75a1f01d57f905402-1496279531.M743797P23648Q3805-221.231.97.123-37237-none.json,TRUE,2874,29,0,22,0,0,65,0,0,0,0,0,0,0,14,0,0,0,0,23,5,23,0,0,0,0,0,3,7,0,0,0,0,0,0,23,39,4,1,0,0,2,0,9,7,9,0,0,29,0
1872,1,ReportSHA256M_Paypal_0dd9719a7f39924e7f921aae6ce0a07c-1496277321.M212785P23648Q989-196.203.214.161-37237-none.json,TRUE,2748,31,0,22,0,0,64,0,0,0,0,0,0,0,13,0,0,0,0,23,5,23,0,0,0,0,0,3,6,0,0,0,0,0,0,23,38,4,1,0,0,2,0,9,7,9,0,0,30,0
1873,1,ReportSHA256M_Paypal_0e4f106a1eb3046a5f1baca29ee68602-1496274973.M825315P22942Q7887-185.93.69.114-37237-none.json,TRUE,2859,30,0,23,0,0,64,0,0,0,0,0,0,0,13,0,0,0,0,22,5,22,0,0,0,0,0,3,6,0,0,0,0,0,0,23,38,4,1,0,0,2,0,9,7,9,0,0,30,0
