,category,sha256,label,F1_totalAPICalls,F2_percentageOfFileAPICalls,F3_1_fileAPIPercentageNtReadFile,F3_2_fileAPIPercentageNtWriteFile,F3_3_fileAPIPercentageSetFilePointer,F3_4_fileAPIPercentageSetFilePointerEx,F3_5_fileAPIPercentageNtCreateFile,F3_6_fileAPIPercentageNtDeviceIoControlFile,F3_7_fileAPIPercentageGetFileAttributesExW,F3_8_fileAPIPercentageNtQueryDirectoryFile,F3_9_fileAPIPercentageFindFirstFileExW,F3_10_fileAPIPercentageNtQueryInformationFile,F3_11_fileAPIPercentageGetFileSizeEx,F3_12_fileAPIPercentageGetFileType,F3_13_fileAPIPercentageNtOpenFile,F3_14_fileAPIPercentageSetEndOfFile,F3_15_fileAPIPercentageMoveFileWithProgressW,F3_16_fileAPIPercentageSetFileAttributesW,F3_17_fileAPIPercentageDeleteFileW,F4_percentageOfUniqueFilesTouched,F5_percentageOfUniqueFileExtensionsTouched,F6_percentageOfUniqueFileLocationsTouched,F7_1_percentgeOfFileExtensionPy,F7_2_percentgeOfFileExtensionPng,F7_3_percentgeOfFileExtensionTxt,F7_4_percentgeOfFileExtensionTlc,F7_5_percentgeOfFileExtensionMsg,F7_6_percentgeOfFileExtensionExe,F7_7_percentageOfFileExtensionDll,F8_1_percentageOfFilesInDocuments,F8_2_percentageOfFilesInPictures,F8_3_percentageOfFilesInMusic,F8_4_percentageOfFilesInVideos,F8_5_percentageOfFilesInDesktop,F8_6_percentageOfFilesInDownloads,F9_APICallsPerSecond,F10_percentageOfPotentialCustomExtensionsUsed,F11_1_percentageOfFileExtensionsDocuments,F11_2_percentageOfFileExtensionsImages,F11_3_percentageOfFileExtensionsVideos,F11_4_percentageOfFileExtensionsAudio,F11_5_percentageOfFileExtensionsDatabase,F11_6_percentageOfFileExtensionsArchives,F11_7_percentageOfFileExtensionsExecutables,F11_8_percentageOfFileExtensionsSystem,F11_9_percentageOfFileExtensionsBackup,F11_10_percentageOfFileExtensionsEmail,F11_11_percentageOfFileExtensionsVMImages,F11_12_percentageOfFileExtensionsGames,F11_13_percentageOfFileExtensionsDevelopment
784,1,ReportSHA256M_Conti_f092b985b75a702c784f0936ce892595b91d025b26f3387a712b76dcc3a4bc81.dll.json,TRUE,4675,1,7,0,3,0,40,0,0,0,0,0,37,0,0,0,0,0,0,76,24,76,0,0,0,0,0,6,76,0,0,0,0,0,0,11,18,0,0,0,0,0,0,82,0,0,0,0,0,0
785,1,ReportSHA256M_Conti_f0278073fc7f61f547b0580522abc519630041e41782f86af1113ad0242f2da0.exe.json,TRUE,50,16,38,0,0,0,25,0,0,0,0,0,0,38,0,0,0,0,0,50,50,50,0,0,0,0,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,100,0,0,0,0,0,0
786,1,ReportSHA256M_Conti_fa13f5a811e591c79f3207500604455879f34edf6ace61d5e34d54c3a5e8af64.exe.json,TRUE,50,16,38,0,0,0,25,0,0,0,0,0,0,38,0,0,0,0,0,50,50,50,0,0,0,0,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,0,0,0
787,1,ReportSHA256M_Coom_baba76d578be903c9d78e3d6417636ba6a8069cafe9ccccdfce2bc19b43fc299.exe.json,TRUE,206,6,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,388,22,0,0,0,0,0,0,78,0,0,0,0,0,0
788,1,ReportSHA256M_CryLock_1e8bafd699de6d5987cfb2fdc138ae15422d8377614107348b905dd0f1bf7d77.exe.json,TRUE,134895,72,12,20,0,31,10,1,0,2,3,0,8,0,0,0,4,4,0,8,0,8,47,0,4,0,4,0,0,0,0,0,0,0,0,703,29,4,4,0,0,0,0,5,2,0,0,4,0,51
789,1,ReportSHA256M_CryLock_04d8109c6c78055d772c01fefe1e5f48a70f2a65535cff17227b5a2c8506b831.exe.json,TRUE,8511,6,0,0,0,0,57,41,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,0,20,0,0,0,0,0,0,491,50,0,0,0,0,0,0,50,0,0,0,0,0,0
790,1,ReportSHA256M_CryLock_77f1ebb5392e31c451ffa322b88e87fc235ba4450033c5987822f2564a0fde9e.exe.json,TRUE,20594,8,0,0,0,0,66,33,0,0,0,0,0,0,0,0,0,0,0,64,64,64,0,0,0,0,0,0,18,0,0,0,0,0,0,171,45,0,0,0,0,0,0,45,9,0,0,0,0,0
791,1,ReportSHA256M_CryLock_03014ebd23ea5748d944cadd8b2ab3001fea716b877ff537737eee63ee5cfe28.exe.json,TRUE,19452,8,0,0,0,0,65,33,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,0,20,0,0,0,0,0,0,160,50,0,0,0,0,0,0,50,0,0,0,0,0,0
792,1,ReportSHA256M_CryLock_9484f195618170ec3fa8e8a8d6f8abe0e3c0b360c5767a630d305ef99c92581e (1).exe.json,TRUE,9122,5,0,0,0,0,58,39,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,0,20,0,0,0,0,0,0,637,50,0,0,0,0,0,0,50,0,0,0,0,0,0
793,1,ReportSHA256M_CryLock_9484f195618170ec3fa8e8a8d6f8abe0e3c0b360c5767a630d305ef99c92581e.exe.json,TRUE,9122,5,0,0,0,0,58,39,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,0,20,0,0,0,0,0,0,637,50,0,0,0,0,0,0,50,0,0,0,0,0,0
794,1,ReportSHA256M_CryLock_b12b6892a6bec7d1cec43811e686cc6874988a51f4e64b67c7f5906af40fae26 (1).exe.json,TRUE,24119,6,0,0,0,0,65,33,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,0,20,0,0,0,0,0,0,134,50,0,0,0,0,0,0,50,0,0,0,0,0,0
795,1,ReportSHA256M_CryLock_b12b6892a6bec7d1cec43811e686cc6874988a51f4e64b67c7f5906af40fae26.exe.json,TRUE,24119,6,0,0,0,0,65,33,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,0,20,0,0,0,0,0,0,134,50,0,0,0,0,0,0,50,0,0,0,0,0,0
796,1,ReportSHA256M_CryLock_e298ac8c4975ff92788ee7049e39b047d0805c2513f7a5ca4b1e98f8b260b923.exe.json,TRUE,20381,8,0,0,0,0,66,33,0,0,0,0,0,0,0,0,0,0,0,64,64,64,0,0,0,0,0,0,18,0,0,0,0,0,0,141,45,0,0,0,0,0,0,45,9,0,0,0,0,0
797,1,ReportSHA256M_CryLock_ede64c15feef1b185c1a4b5727972c8ad66f7dfe86a095921bf45bf872f8d0dd (1).exe.json,TRUE,18278,9,0,0,0,0,66,33,0,0,0,0,0,0,0,0,0,0,0,64,64,64,0,0,0,0,0,0,18,0,0,0,0,0,0,101,45,0,0,0,0,0,0,45,9,0,0,0,0,0
798,1,ReportSHA256M_CryLock_ede64c15feef1b185c1a4b5727972c8ad66f7dfe86a095921bf45bf872f8d0dd.exe.json,TRUE,18278,9,0,0,0,0,66,33,0,0,0,0,0,0,0,0,0,0,0,64,64,64,0,0,0,0,0,0,18,0,0,0,0,0,0,101,45,0,0,0,0,0,0,45,9,0,0,0,0,0
799,1,ReportSHA256M_Crypt888_faa47da24f0494f637c0264a6d1d53f033a693c5bce624b8e9d4c525dd0e2e9f.exe.json,TRUE,90588,5,6,1,2,2,20,0,0,21,3,3,2,0,6,0,0,1,3,13,5,13,0,0,0,0,0,3,5,12,3,1,3,2,0,162,9,8,32,0,0,3,0,21,25,1,0,0,1,0
800,1,ReportSHA256M_CryptoDarkRubix_af53e36a62f237597b47d34349e40c16a3682a492fe7c320c7e834f6247e078a.exe.json,TRUE,148,7,0,0,0,0,27,0,0,0,45,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,179,22,0,0,0,0,0,0,78,0,0,0,0,0,0
801,1,ReportSHA256M_CryptoJoker_69ba1e841933539403aedc15b34736c76a0dd6cb4874d262f29bce1fa3493d1c.exe.json,TRUE,12706,46,6,4,9,0,5,0,4,29,0,4,0,8,23,0,0,0,0,19,6,19,0,0,1,0,0,1,1,3,0,0,0,1,0,134,42,9,11,0,0,1,0,11,24,0,0,0,3,0
802,1,ReportSHA256M_CryptoLocker_5e902a138174c34e5445685c82b2044e0b35565854471aaccef0315c77288dc9.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,282,50,0,0,0,0,0,0,50,0,0,0,0,0,0
803,1,ReportSHA256M_CryptoLocker_8d2f2ee24882afe11f50e3d6d9400e35fa66724b321cb9f5a246baf63cbc1788.exe.json,TRUE,161,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,82,22,0,0,0,0,0,0,78,0,0,0,0,0,0
804,1,ReportSHA256M_CryptoLocker_f8da280bb9f81028c14d1e156d6685cdb5f75219a60f645f72e520fb5e388712.exe.json,TRUE,161,8,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,56,44,56,0,0,0,0,0,22,56,0,0,0,0,0,0,355,22,0,0,0,0,0,0,78,0,0,0,0,0,0
805,1,ReportSHA256M_CryptoPatronum_458ad7362cfb6980b9e7eb19ab83ddc6d261bf6b057f1892267dd55c656e9686.exe.json,TRUE,150,9,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,229,50,0,0,0,0,0,0,50,0,0,0,0,0,0
806,1,ReportSHA256M_Cryptowall_cryptowall.bin.json,TRUE,5377,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,0,0,0,0,0,100,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,100,0,0,0,0,0,0
807,1,ReportSHA256M_CryToy_6d8dd5a564523b6f8597dd9009a74395bb48e5e1a85947157ced38034b20b6d4.exe.json,TRUE,178,8,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,335,50,0,0,0,0,0,0,50,0,0,0,0,0,0
808,1,ReportSHA256M_CryToy_fffc3cd304a280746276a3fa580a08f3de6aa2db4196c28ebd1c905607de0997.exe.json,TRUE,178,8,0,0,0,0,21,0,0,7,0,0,0,0,36,0,0,0,0,75,75,75,0,0,0,0,0,50,0,0,0,0,0,0,0,356,50,0,0,0,0,0,0,50,0,0,0,0,0,0
809,1,ReportSHA256M_Cuba_33352a38454cfc247bc7465bf177f5f97d7fd0bd220103d4422c8ec45b4d3d0e.exe.json,TRUE,38806,84,12,26,0,12,19,0,0,4,2,0,12,0,0,0,12,0,0,27,1,27,37,8,11,0,3,0,0,0,1,0,0,0,0,363,26,13,14,1,0,0,0,1,2,0,0,3,0,40
810,1,ReportSHA256M_Cyborg_0e932dd0eb5ac59e3a4a2412ad3424052fd57053923a9006b8a63061b2d9ba78.exe.json,TRUE,529999,1,2,0,0,0,26,2,1,5,2,23,0,1,0,0,0,0,0,28,3,28,0,0,1,0,0,3,2,2,0,0,0,0,0,1029,14,3,0,0,0,0,0,6,76,0,0,0,0,0
811,1,ReportSHA256M_Cyborg_5d810d0b4c0079ccdf2906965f102a368da1e6be481d335181f020f990e17b4c.exe.json,TRUE,604045,1,2,0,0,0,26,2,1,5,2,23,0,2,1,0,0,0,0,28,3,28,0,0,1,0,0,3,3,3,0,0,0,0,0,3507,14,4,0,0,0,0,0,6,75,0,0,0,0,0
812,1,ReportSHA256M_Cyborg_7f5efdf9e9273ed21f90bb095a34140e70d6f38d074c3f0aebfa2e919d4a82cc.exe.json,TRUE,33145,8,0,0,0,0,29,0,0,0,1,29,0,0,0,0,0,0,0,28,2,28,0,0,0,0,0,1,1,0,0,0,0,0,0,261,14,0,0,0,0,0,0,2,83,0,0,0,0,0
813,1,ReportSHA256M_Cyborg_cd548a83dce50ef1647700ea7f45d57baa2decf0cb0d3f7692715bf7388eecda.exe.json,TRUE,579493,1,2,0,0,0,26,2,1,5,2,23,0,1,0,0,0,0,0,28,3,28,0,0,1,0,0,3,2,3,0,0,0,0,0,1085,14,4,0,0,0,0,0,6,76,0,0,0,0,0
814,1,ReportSHA256M_Cyborg_ce7a28d3f7cbcb06f484a17dcd244ac1cd126f8c557b702e011f57448045f4cf.exe.json,TRUE,554227,1,2,0,0,0,26,2,1,5,2,23,0,1,0,0,0,0,0,28,3,28,0,0,1,0,0,3,2,3,0,0,0,0,0,1075,14,3,0,0,0,0,0,6,76,0,0,0,0,0
815,1,ReportSHA256M_DarkComet_288e97d97b9708e5c4d7a57b04ce9fc5b852e75c1945ad5378562d810a2f52af.exe.json,TRUE,3307,3,2,0,0,0,7,0,0,2,25,1,0,13,3,0,0,0,0,25,22,25,0,0,0,0,0,58,0,0,0,0,0,0,0,24,42,0,0,0,0,0,0,58,0,0,0,0,0,0
816,1,ReportSHA256M_DarkSide_1cc7c198a8a2c935fd6f07970479e544f5b35a8eb3173de0305ebdf76a0988cb (1).exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,1,ReportSHA256M_DarkSide_1cc7c198a8a2c935fd6f07970479e544f5b35a8eb3173de0305ebdf76a0988cb.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,1,ReportSHA256M_DarkSide_1d4c0b32aea68056755daf70689699200ffa09688495ccd65a0907cade18bd2a.exe.json,TRUE,304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,295,100,0,0,0,0,0,0,0,0,0,0,0,0,0
819,1,ReportSHA256M_DarkSide_1ef8db7e8bd3aaba8b1cef96cd52fde587871571b1719c5d40f9a9c98dd26f84.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,1,ReportSHA256M_DarkSide_2d82be244e23001148ed5a6d83856b6f7cd20c3f7786481303d5d584c51ff5f0.exe.json,TRUE,339,2,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,275,100,0,0,0,0,0,0,0,0,0,0,0,0,0
821,1,ReportSHA256M_DarkSide_2dcac9f48c3989619e0abd200beaae901852f751c239006886ac3ec56d89e3ef.dll.json,TRUE,314,3,22,0,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,50,50,50,0,0,0,0,0,17,50,0,0,0,0,0,0,1,33,0,0,0,0,0,0,67,0,0,0,0,0,0
822,1,ReportSHA256M_DarkSide_4d9432e8a0ceb64c34b13d550251b8d9478ca784e50105dc0d729490fb861d1a.exe.json,TRUE,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,1,ReportSHA256M_DarkSide_6d656f110246990d10fe0b0132704b1323859d4003f2b1d5d03f665c710b8fd3.exe.json,TRUE,289,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,6149,0,0,100,0,0,0,0,0,0,0,0,0,0,0
824,1,ReportSHA256M_DarkSide_6fb9ed70b110771d404e6b704b9b3b00a5b6ba8f489b747894f13c71e112aa1e.zip.json,TRUE,340,2,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,369,100,0,0,0,0,0,0,0,0,0,0,0,0,0
825,1,ReportSHA256M_DarkSide_8cfd28911878af048fb96b6cc0b9da770542576d5c2b20b193c3cfc4bde4d3bc.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,1,ReportSHA256M_DarkSide_9cc3c217e3790f3247a0c0d3d18d6917701571a8526159e942d0fffb848acffb.elf.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,1,ReportSHA256M_DarkSide_9cee5522a7ca2bfca7cd3d9daba23e9a30deb6205f56c12045839075f7627297.exe.json,TRUE,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,1,ReportSHA256M_DarkSide_12ee27f56ec8a2a3eb2fe69179be3f7a7193ce2b92963ad33356ed299f7ed975.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,1,ReportSHA256M_DarkSide_029c5d48e425206e2ae84a63d62bdbc80362702913b38618a423c541c8a0ed40.exe.json,TRUE,340,2,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,283,100,0,0,0,0,0,0,0,0,0,0,0,0,0
830,1,ReportSHA256M_DarkSide_43e61519be440115eeaa3738a0e4aa4bb3c8ac5f9bdfce1a896db17a374eb8aa.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,1,ReportSHA256M_DarkSide_56e7b9c4b8962b6ff0d1e0162ca8515a07b576cd47ba90221354838733f8689a.exe.json,TRUE,339,2,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,314,100,0,0,0,0,0,0,0,0,0,0,0,0,0
832,1,ReportSHA256M_DarkSide_61ca175c2f04cb5279f8507e69385577cf04e4e896a01d0b5357746a241c7846.exe.json,TRUE,261,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,1,ReportSHA256M_DarkSide_151fbd6c299e734f7853497bd083abfa29f8c186a9db31dbe330ace2d35660d5.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,1,ReportSHA256M_DarkSide_243dff06fc80a049f4fb37292f8b8def0fce29768f345c88ee10699e22b0ae60.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,1,ReportSHA256M_DarkSide_508dd6f7ed6c143cf5e1ed6a4051dd8ee7b5bf4b7f55e0704d21ba785f2d5add.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,1,ReportSHA256M_DarkSide_533d26fdacdcaf1b908458c39bb503e5aa94025811c6b6d1f3c8a9142ade8404 (1).exe.json,TRUE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,1,ReportSHA256M_DarkSide_533d26fdacdcaf1b908458c39bb503e5aa94025811c6b6d1f3c8a9142ade8404.exe.json,TRUE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,1,ReportSHA256M_DarkSide_973dfafc3051d8c2849f62c556ab8057da706f15d1ffd8871de894ae3a24d86b.exe.json,TRUE,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,1,ReportSHA256M_DarkSide_984ce69083f2865ce90b48569291982e786980aeef83345953276adfcbbeece8.elf.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,1,ReportSHA256M_DarkSide_6931b124d38d52bd7cdef48121fda457d407b63b59bb4e6ead4ce548f4bbb971.exe.json,TRUE,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,1,ReportSHA256M_DarkSide_17139a10fd226d01738fe9323918614aa913b2a50e1a516e95cced93fa151c61.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,1,ReportSHA256M_DarkSide_68872cc22fbdf0c2f69c32ac878ba9a7b7cf61fe5dd0e3da200131b8b23438e7 (1).exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,1,ReportSHA256M_DarkSide_68872cc22fbdf0c2f69c32ac878ba9a7b7cf61fe5dd0e3da200131b8b23438e7.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,1,ReportSHA256M_DarkSide_78782fd324bc98a57274bd3fff8f756217c011484ebf6b614060115a699ee134.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,1,ReportSHA256M_DarkSide_156335b95ba216456f1ac0894b7b9d6ad95404ac7df447940f21646ca0090673.dll.json,TRUE,312,3,22,0,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,50,50,50,0,0,0,0,0,17,50,0,0,0,0,0,0,1,33,0,0,0,0,0,0,67,0,0,0,0,0,0
846,1,ReportSHA256M_DarkSide_533672da9d276012ebab3ce9f4cd09a7f537f65c6e4b63d43f0c1697e2f5e48d.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,1,ReportSHA256M_DarkSide_516664139b0ddd044397a56482d7308d87c213c320a3151ccb9738e8f932654b (1).exe.json,TRUE,340,2,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,56,100,0,0,0,0,0,0,0,0,0,0,0,0,0
848,1,ReportSHA256M_DarkSide_516664139b0ddd044397a56482d7308d87c213c320a3151ccb9738e8f932654b.exe.json,TRUE,340,2,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,56,100,0,0,0,0,0,0,0,0,0,0,0,0,0
849,1,ReportSHA256M_DarkSide_a11cc5051e3a88428db495f6d8e4b6381a1cb3fa5946a525ef5c00bfcb44e210.exe.json,TRUE,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,379,100,0,0,0,0,0,0,0,0,0,0,0,0,0
850,1,ReportSHA256M_DarkSide_ac092962654b46a670b030026d07f5b8161cecd2abd6eece52b7892965aa521b.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,1,ReportSHA256M_DarkSide_afb22b1ff281c085b60052831ead0a0ed300fac0160f87851dacc67d4e158178.exe.json,TRUE,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,1,ReportSHA256M_DarkSide_b6855793aebdd821a7f368585335cb132a043d30cb1f8dccceb5d2127ed4b9a4.exe.json,TRUE,340,2,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,340,100,0,0,0,0,0,0,0,0,0,0,0,0,0
853,1,ReportSHA256M_DarkSide_bafa2efff234303166d663f967037dae43701e7d63d914efc8c894b3e5be9408.exe.json,TRUE,34463,0,40,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,100,75,100,0,0,0,0,0,25,50,0,0,0,0,0,0,3322,0,0,25,0,0,0,0,75,0,0,0,0,0,0
854,1,ReportSHA256M_DarkSide_bc32a2ccf158ebe2b76646be865a4c6dd91da6b8e5bb0dd9520102a9bfea5439.exe.json,TRUE,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,ReportSHA256M_DarkSide_bfb31c96f9e6285f5bb60433f2e45898b8a7183a2591157dc1d766be16c29893.exe.json,TRUE,315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,388,100,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1,ReportSHA256M_DarkSide_c16fc61415f537f42b9d813cd9538898f53865e1f5b46f25db2ab26bad2dffd2.elf.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,ReportSHA256M_DarkSide_c93e6237abf041bc2530ccb510dd016ef1cc6847d43bf023351dce2a96fdc33b.elf.json,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,1,ReportSHA256M_DarkSide_cc54647e8c3fe7b701d78a6fa072c52641ac11d395a6d2ffaf05f38f53112556.exe.json,TRUE,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
