,name,entropy,category,label,SHA256
0,.text,6.440347104,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
1,.itext,6.219012552,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
2,.data,6.045116499,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
3,.bss,0,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
4,.idata,5.215642582,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
5,.didata,3.723375841,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
6,.edata,1.043721203,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
7,.tls,0,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
8,.rdata,1.375124405,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
9,.reloc,6.729569282,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
10,.rsrc,4.284678347,Ransomware,M,4e0d1edb76747fd945b87dd18299298f0df719edbea946119d91db59a9b6527a
11,.text,6.632676377,Ransomware,M,bfb9db791b8250ffa8ebc48295c5dbbca757a5ed3bbb01de12a871b5cd9afd5a
12,.rdata,5.265208621,Ransomware,M,bfb9db791b8250ffa8ebc48295c5dbbca757a5ed3bbb01de12a871b5cd9afd5a
13,.data,1.117115373,Ransomware,M,bfb9db791b8250ffa8ebc48295c5dbbca757a5ed3bbb01de12a871b5cd9afd5a
14,.mysec,0,Ransomware,M,bfb9db791b8250ffa8ebc48295c5dbbca757a5ed3bbb01de12a871b5cd9afd5a
15,.mysec3,0,Ransomware,M,bfb9db791b8250ffa8ebc48295c5dbbca757a5ed3bbb01de12a871b5cd9afd5a
16,.mysec2,0,Ransomware,M,bfb9db791b8250ffa8ebc48295c5dbbca757a5ed3bbb01de12a871b5cd9afd5a
17,.rcrs,5.995589471,Ransomware,M,bfb9db791b8250ffa8ebc48295c5dbbca757a5ed3bbb01de12a871b5cd9afd5a
18,.rsrc,6.393894034,Ransomware,M,bfb9db791b8250ffa8ebc48295c5dbbca757a5ed3bbb01de12a871b5cd9afd5a
19,.reloc,1.743423819,Ransomware,M,bfb9db791b8250ffa8ebc48295c5dbbca757a5ed3bbb01de12a871b5cd9afd5a
20,\x01\x1e!mmUPp,7.999120832,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
21,.text,5.390563949,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
22,.rsrc,3.580992838,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
23,.reloc,0.098004176,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
24,,0.138729518,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
25,\x7fPG\x01!yh\x0e,7.999965886,Ransomware,M,3b4497c7f8c89bf22c984854ac7603573a53b95ed147e80c0f19e549e2b65693
26,.text,4.338026259,Ransomware,M,3b4497c7f8c89bf22c984854ac7603573a53b95ed147e80c0f19e549e2b65693
27,.rsrc,4.173269501,Ransomware,M,3b4497c7f8c89bf22c984854ac7603573a53b95ed147e80c0f19e549e2b65693
28,.reloc,0.077633162,Ransomware,M,3b4497c7f8c89bf22c984854ac7603573a53b95ed147e80c0f19e549e2b65693
29,,0.122275881,Ransomware,M,3b4497c7f8c89bf22c984854ac7603573a53b95ed147e80c0f19e549e2b65693
30,.text,5.9361264,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
31,.rdata,5.300410604,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
32,.data,4.017746472,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
33,/4,4.82921592,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
34,/19,7.996170369,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
35,/32,7.939283618,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
36,/46,7.94817046,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
37,/63,7.973846901,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
38,/80,0.613839274,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
39,/99,7.997299951,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
40,/112,7.993943682,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
41,/124,7.811155747,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
42,.idata,3.984853597,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
43,.edata,2.314838275,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
44,.symtab,5.465154166,Ransomware,M,8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb
45,.rdata,5.364386433,Ransomware,M,5de4af86a4410fb6a4c7d54ba4586d35b6abbf2da183fed30ec71547a0a9f319
46,.rdata,5.328718159,Ransomware,M,7634e4dcaa6312c9c93aee4d4792dca62b6473e94a19bf724c181f48cfcc6d30
47,.rdata,5.377429893,Ransomware,M,b8d026c281a072f68ee72d801f83df068cf06c144e353c248949101e6c6d5c69
48,.rdata,5.336295046,Ransomware,M,5df78a95af2cc44d7f94a642e24ee8788cee037c6723f5aad203df730e89a2d8
49,.text,6.471857681,Ransomware,M,dfecb46078038bcfa9d0b8db18bdc0646f33bad55ee7dd5ee46e61c6cf399620
50,.rdata,3.081657809,Ransomware,M,dfecb46078038bcfa9d0b8db18bdc0646f33bad55ee7dd5ee46e61c6cf399620
51,.data,0,Ransomware,M,dfecb46078038bcfa9d0b8db18bdc0646f33bad55ee7dd5ee46e61c6cf399620
52,.reloc,4.718222956,Ransomware,M,dfecb46078038bcfa9d0b8db18bdc0646f33bad55ee7dd5ee46e61c6cf399620
53,.text,6.022678827,Ransomware,M,eeb8a83d7532797d39d060ffb2a65562e8d803c4dbd8379289f99367cac2f850
54,.rdata,4.422592742,Ransomware,M,eeb8a83d7532797d39d060ffb2a65562e8d803c4dbd8379289f99367cac2f850
55,.data,0,Ransomware,M,eeb8a83d7532797d39d060ffb2a65562e8d803c4dbd8379289f99367cac2f850
56,.pdata,3.135522275,Ransomware,M,eeb8a83d7532797d39d060ffb2a65562e8d803c4dbd8379289f99367cac2f850
57,.text,6.221318757,Ransomware,M,057026ba4e1aa40f708688ad2fbb32ddb069cf3a1e277e92c5b14a275b7a5ae4
58,.data,5.485443337,Ransomware,M,057026ba4e1aa40f708688ad2fbb32ddb069cf3a1e277e92c5b14a275b7a5ae4
59,.idata,4.308637895,Ransomware,M,057026ba4e1aa40f708688ad2fbb32ddb069cf3a1e277e92c5b14a275b7a5ae4
60,.symtab,0.020393135,Ransomware,M,057026ba4e1aa40f708688ad2fbb32ddb069cf3a1e277e92c5b14a275b7a5ae4
61,.text,6.158313908,Ransomware,M,6103e26f6f9d5fd895d9c06e1f5e141ce74d8ebda999cda6a58a4393de5ed094
62,.data,4.214424703,Ransomware,M,6103e26f6f9d5fd895d9c06e1f5e141ce74d8ebda999cda6a58a4393de5ed094
63,.idata,5.081657043,Ransomware,M,6103e26f6f9d5fd895d9c06e1f5e141ce74d8ebda999cda6a58a4393de5ed094
64,.CRT,0.114463381,Ransomware,M,6103e26f6f9d5fd895d9c06e1f5e141ce74d8ebda999cda6a58a4393de5ed094
65,.reloc,5.070368156,Ransomware,M,6103e26f6f9d5fd895d9c06e1f5e141ce74d8ebda999cda6a58a4393de5ed094
66,.text,5.961023103,Ransomware,M,ab4eae618bb05b4fb4a8d3790a0d18a3e1566ab477519991cb161398803a8847
67,.data,4.217814034,Ransomware,M,ab4eae618bb05b4fb4a8d3790a0d18a3e1566ab477519991cb161398803a8847
68,.idata,5.05197998,Ransomware,M,ab4eae618bb05b4fb4a8d3790a0d18a3e1566ab477519991cb161398803a8847
69,.CRT,0.114463381,Ransomware,M,ab4eae618bb05b4fb4a8d3790a0d18a3e1566ab477519991cb161398803a8847
70,.reloc,5.087439544,Ransomware,M,ab4eae618bb05b4fb4a8d3790a0d18a3e1566ab477519991cb161398803a8847
71,.text,6.00732175,Ransomware,M,bb31f235e86b0fda185e6580ef5327f80d6a6c754f78499e8647de5e229769cc
72,.data,4.191923486,Ransomware,M,bb31f235e86b0fda185e6580ef5327f80d6a6c754f78499e8647de5e229769cc
73,.idata,5.081657043,Ransomware,M,bb31f235e86b0fda185e6580ef5327f80d6a6c754f78499e8647de5e229769cc
74,.CRT,0.114463381,Ransomware,M,bb31f235e86b0fda185e6580ef5327f80d6a6c754f78499e8647de5e229769cc
75,.reloc,5.015778781,Ransomware,M,bb31f235e86b0fda185e6580ef5327f80d6a6c754f78499e8647de5e229769cc
76,.text,6.007599976,Ransomware,M,f1719415abe4dcba0daef0a1e5c8994d1d3c0c659d3e0a11b34f307370dd8683
77,.data,4.211475924,Ransomware,M,f1719415abe4dcba0daef0a1e5c8994d1d3c0c659d3e0a11b34f307370dd8683
78,.idata,5.081657043,Ransomware,M,f1719415abe4dcba0daef0a1e5c8994d1d3c0c659d3e0a11b34f307370dd8683
79,.CRT,0.114463381,Ransomware,M,f1719415abe4dcba0daef0a1e5c8994d1d3c0c659d3e0a11b34f307370dd8683
80,.reloc,5.015778781,Ransomware,M,f1719415abe4dcba0daef0a1e5c8994d1d3c0c659d3e0a11b34f307370dd8683
81,.text,5.932049115,Ransomware,M,03a178251c26c86b518a785027f99295fb4f8c797a5aee9f1b2e6f75433890db
82,.rdata,3.294313547,Ransomware,M,03a178251c26c86b518a785027f99295fb4f8c797a5aee9f1b2e6f75433890db
83,.data,3.117489291,Ransomware,M,03a178251c26c86b518a785027f99295fb4f8c797a5aee9f1b2e6f75433890db
84,.CRT,0,Ransomware,M,03a178251c26c86b518a785027f99295fb4f8c797a5aee9f1b2e6f75433890db
85,.rsrc,0,Ransomware,M,03a178251c26c86b518a785027f99295fb4f8c797a5aee9f1b2e6f75433890db
86,.reloc,0,Ransomware,M,03a178251c26c86b518a785027f99295fb4f8c797a5aee9f1b2e6f75433890db
87,.text,6.340223357,Ransomware,M,4bfe4c1587bf66b0c649aa94c5639405b17a1795c19c1505ff55d87fe9cc882b
88,.rdata,6.18127443,Ransomware,M,4bfe4c1587bf66b0c649aa94c5639405b17a1795c19c1505ff55d87fe9cc882b
89,.data,3.117489291,Ransomware,M,4bfe4c1587bf66b0c649aa94c5639405b17a1795c19c1505ff55d87fe9cc882b
90,.CRT,0.061162852,Ransomware,M,4bfe4c1587bf66b0c649aa94c5639405b17a1795c19c1505ff55d87fe9cc882b
91,.rsrc,4.717678833,Ransomware,M,4bfe4c1587bf66b0c649aa94c5639405b17a1795c19c1505ff55d87fe9cc882b
92,.reloc,6.456838127,Ransomware,M,4bfe4c1587bf66b0c649aa94c5639405b17a1795c19c1505ff55d87fe9cc882b
93,.MPRESS1,7.999931466,Ransomware,M,d00ee0e6eab686424f8d383e151d22005f19adbda5b380a75669629e32fe12a6
94,.MPRESS2,5.812286626,Ransomware,M,d00ee0e6eab686424f8d383e151d22005f19adbda5b380a75669629e32fe12a6
95,.rsrc,3.245627431,Ransomware,M,d00ee0e6eab686424f8d383e151d22005f19adbda5b380a75669629e32fe12a6
96,.text,6.670341667,Ransomware,M,d7f19de8eb2461c635c0170448a58a1ec6e6de014b4410883f87d0b5d7868e65
97,.rdata,6.577072797,Ransomware,M,d7f19de8eb2461c635c0170448a58a1ec6e6de014b4410883f87d0b5d7868e65
98,.data,3.856550298,Ransomware,M,d7f19de8eb2461c635c0170448a58a1ec6e6de014b4410883f87d0b5d7868e65
99,.rsrc,3.873872881,Ransomware,M,d7f19de8eb2461c635c0170448a58a1ec6e6de014b4410883f87d0b5d7868e65
100,.reloc,6.566827152,Ransomware,M,d7f19de8eb2461c635c0170448a58a1ec6e6de014b4410883f87d0b5d7868e65
101,.text,6.222569485,Ransomware,M,a2d60af7bebac9b299db109f8162ed6335fb5dda08f57f00e9dc809d4f138428
102,.data,2.345864252,Ransomware,M,a2d60af7bebac9b299db109f8162ed6335fb5dda08f57f00e9dc809d4f138428
103,.rdata,5.656508583,Ransomware,M,a2d60af7bebac9b299db109f8162ed6335fb5dda08f57f00e9dc809d4f138428
104,.pdata,3.065778933,Ransomware,M,a2d60af7bebac9b299db109f8162ed6335fb5dda08f57f00e9dc809d4f138428
105,.xdata,3.808835974,Ransomware,M,a2d60af7bebac9b299db109f8162ed6335fb5dda08f57f00e9dc809d4f138428
106,.bss,0,Ransomware,M,a2d60af7bebac9b299db109f8162ed6335fb5dda08f57f00e9dc809d4f138428
107,.idata,3.843502532,Ransomware,M,a2d60af7bebac9b299db109f8162ed6335fb5dda08f57f00e9dc809d4f138428
108,.CRT,0.270919228,Ransomware,M,a2d60af7bebac9b299db109f8162ed6335fb5dda08f57f00e9dc809d4f138428
109,.tls,0,Ransomware,M,a2d60af7bebac9b299db109f8162ed6335fb5dda08f57f00e9dc809d4f138428
110, Sg>j\x15\x1a3,7.999736048,Ransomware,M,3fe7335d5876e6f54eca61bb2140274f1d2f87d42f1a6168c3a1d87e17f2bd16
111,.text,5.863396398,Ransomware,M,3fe7335d5876e6f54eca61bb2140274f1d2f87d42f1a6168c3a1d87e17f2bd16
112,.rsrc,4.087408227,Ransomware,M,3fe7335d5876e6f54eca61bb2140274f1d2f87d42f1a6168c3a1d87e17f2bd16
113,.reloc,0.077633162,Ransomware,M,3fe7335d5876e6f54eca61bb2140274f1d2f87d42f1a6168c3a1d87e17f2bd16
114,,0.122275881,Ransomware,M,3fe7335d5876e6f54eca61bb2140274f1d2f87d42f1a6168c3a1d87e17f2bd16
115,h@z79!\x19[,7.999759117,Ransomware,M,4d86207c8b1552b199903ffa2db244417369b657130db6be924b2ea2a42b28fb
116,.text,5.859625095,Ransomware,M,4d86207c8b1552b199903ffa2db244417369b657130db6be924b2ea2a42b28fb
117,.rsrc,4.12877705,Ransomware,M,4d86207c8b1552b199903ffa2db244417369b657130db6be924b2ea2a42b28fb
118,.reloc,0.092623536,Ransomware,M,4d86207c8b1552b199903ffa2db244417369b657130db6be924b2ea2a42b28fb
119,,0.142635768,Ransomware,M,4d86207c8b1552b199903ffa2db244417369b657130db6be924b2ea2a42b28fb
120,.text,6.75681767,Ransomware,M,dee28396d1ec3e91bad9b0cb0b945a5512a70882bffbb1f47e153b27b41977df
121,.rsrc,6.247524226,Ransomware,M,dee28396d1ec3e91bad9b0cb0b945a5512a70882bffbb1f47e153b27b41977df
122,.reloc,0.101910426,Ransomware,M,dee28396d1ec3e91bad9b0cb0b945a5512a70882bffbb1f47e153b27b41977df
123,.text,2.534718493,Ransomware,M,75574b8553f0c59e2d26cafd3cf92fe38eb815d6f11a3473cdb39741bbda72fd
124,.rsrc,4.278849864,Ransomware,M,75574b8553f0c59e2d26cafd3cf92fe38eb815d6f11a3473cdb39741bbda72fd
125,.reloc,0.101910426,Ransomware,M,75574b8553f0c59e2d26cafd3cf92fe38eb815d6f11a3473cdb39741bbda72fd
126,.text,7.345611809,Ransomware,M,188a788960d15df85065cbc52f537434f3abd41aabd3299531fb58dfa98bbb1a
127,.rsrc,2.306221494,Ransomware,M,188a788960d15df85065cbc52f537434f3abd41aabd3299531fb58dfa98bbb1a
128,.reloc,0.122275881,Ransomware,M,188a788960d15df85065cbc52f537434f3abd41aabd3299531fb58dfa98bbb1a
129,\x01\x1e!mmUPp,7.999120832,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
130,.text,5.390563949,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
131,.rsrc,3.580992838,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
132,.reloc,0.098004176,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
133,,0.138729518,Ransomware,M,3ae96f73d805e1d3995253db4d910300d8442ea603737a1428b613061e7f61e7
134,.text,7.246863703,Ransomware,M,86e0eac8c5ce70c4b839ef18af5231b5f92e292b81e440193cdbdc7ed108049f
135,.rsrc,6.490788441,Ransomware,M,86e0eac8c5ce70c4b839ef18af5231b5f92e292b81e440193cdbdc7ed108049f
136,.reloc,0.101910426,Ransomware,M,86e0eac8c5ce70c4b839ef18af5231b5f92e292b81e440193cdbdc7ed108049f
137,.text,6.112312229,Ransomware,M,e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac
138,bss,0,Ransomware,M,e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac
139,.rdata,4.070725795,Ransomware,M,e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac
140,.data,3.260185956,Ransomware,M,e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac
141,.pdata,3.582787998,Ransomware,M,e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac
142,.reloc,1.228574994,Ransomware,M,e435a95489a4ebdfdc12031091f92a7f9c5e3f6cc9b55355ee4030d82553e9ac
143,.text,6.382469312,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
144,.itext,5.73784518,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
145,.data,6.187117366,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
146,.bss,0,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
147,.idata,4.813955577,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
148,.didata,2.002113029,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
149,.edata,1.305815691,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
150,.tls,0,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
151,.rdata,0.206920018,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
152,.rsrc,7.962255326,Ransomware,M,5474b58de90ad79d6df4c633fb773053fecc16ad69fb5b86e7a2b640a2a056d6
153,.text,6.382469312,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
154,.itext,5.73784518,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
155,.data,6.185964611,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
156,.bss,0,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
157,.idata,4.785580892,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
158,.didata,2.002113029,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
159,.edata,1.305815691,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
160,.tls,0,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
161,.rdata,0.206920018,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
162,.rsrc,7.959700871,Ransomware,M,7b5e536827c3bb9f8077aed78726585739bcde796904edd6c4faadc9a8d22eaf
163,.text,5.965306229,Ransomware,M,32eadf068d9d090fcf57145a09df4ce515c196387e409a01fbf052ff790879bf
164,.rdata,7.785040613,Ransomware,M,32eadf068d9d090fcf57145a09df4ce515c196387e409a01fbf052ff790879bf
165,.data,7.981520024,Ransomware,M,32eadf068d9d090fcf57145a09df4ce515c196387e409a01fbf052ff790879bf
166,.text,5.965306229,Ransomware,M,3e7f30a802c595379ad3158ffe4ba5bc9e4a4d304430a2d846330adee70dc9a5
167,.rdata,7.785040613,Ransomware,M,3e7f30a802c595379ad3158ffe4ba5bc9e4a4d304430a2d846330adee70dc9a5
168,.data,7.982186236,Ransomware,M,3e7f30a802c595379ad3158ffe4ba5bc9e4a4d304430a2d846330adee70dc9a5
169,.text,5.965306229,Ransomware,M,b565c8e1e81796db13409f37e4bd28877272b5e54ab5c0a3d9b6a024e7f5a039
170,.rdata,7.785040613,Ransomware,M,b565c8e1e81796db13409f37e4bd28877272b5e54ab5c0a3d9b6a024e7f5a039
171,.data,7.982484454,Ransomware,M,b565c8e1e81796db13409f37e4bd28877272b5e54ab5c0a3d9b6a024e7f5a039
172,.text,7.955475186,Ransomware,M,48689c986eb553e6a7aeba973501b9660cb1418d4ec3ba9d0511f82799d1422c
173,.rdata,6.630907635,Ransomware,M,48689c986eb553e6a7aeba973501b9660cb1418d4ec3ba9d0511f82799d1422c
174,.data,1.953301469,Ransomware,M,48689c986eb553e6a7aeba973501b9660cb1418d4ec3ba9d0511f82799d1422c
175,.tls,0.020393135,Ransomware,M,48689c986eb553e6a7aeba973501b9660cb1418d4ec3ba9d0511f82799d1422c
176,.rsrc,5.731515079,Ransomware,M,48689c986eb553e6a7aeba973501b9660cb1418d4ec3ba9d0511f82799d1422c
177,,7.999777013,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
178,,7.970141505,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
179,,7.983636924,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
180,,0.203681906,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
181,,0.203681906,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
182,,0.203681906,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
183,,0.203681906,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
184,,0.203681906,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
185,,0.203681906,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
186,,0.203681906,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
187,,0.203681906,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
188,,3.606375235,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
189,,7.690243706,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
190,,5.986489631,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
191,.rsrc,5.586009646,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
192,,7.998303085,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
193,.data,7.977674008,Ransomware,M,e24f69aa8738d14b85ad76a1783d51120b8b6ba467190fe7d8f96ad2969c8fdf
194,.text,6.624610814,Ransomware,M,c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028
195,.rdata,3.439843012,Ransomware,M,c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028
196,.data,2.893682259,Ransomware,M,c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028
197,.rsrc,4.772037402,Ransomware,M,c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028
198,.reloc,6.621106317,Ransomware,M,c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028
199,.text,6.577320056,Ransomware,M,82385c5627675bb1a2f760238c766d1b8d3c31e109e067334959c084d62e5d55
200,.rdata,4.716617888,Ransomware,M,82385c5627675bb1a2f760238c766d1b8d3c31e109e067334959c084d62e5d55
201,.data,4.959074994,Ransomware,M,82385c5627675bb1a2f760238c766d1b8d3c31e109e067334959c084d62e5d55
202,.rsrc,4.561523733,Ransomware,M,82385c5627675bb1a2f760238c766d1b8d3c31e109e067334959c084d62e5d55
203,.text,6.465114842,Ransomware,M,43bbfb3389deb3846bba19a8ab2e9c8fd9b581720962b8170d4a63ad816b5804
204,.rdata,6.10814451,Ransomware,M,43bbfb3389deb3846bba19a8ab2e9c8fd9b581720962b8170d4a63ad816b5804
205,.data,3.720510122,Ransomware,M,43bbfb3389deb3846bba19a8ab2e9c8fd9b581720962b8170d4a63ad816b5804
206,.bss,7.85498889,Ransomware,M,43bbfb3389deb3846bba19a8ab2e9c8fd9b581720962b8170d4a63ad816b5804
207,.rsrc,4.020954912,Ransomware,M,43bbfb3389deb3846bba19a8ab2e9c8fd9b581720962b8170d4a63ad816b5804
208,.text,6.465105001,Ransomware,M,d786355c1b3dc741103873aed46d8ffa3430d113a27482f37f3ffc7c978747f6
209,.rdata,6.10814451,Ransomware,M,d786355c1b3dc741103873aed46d8ffa3430d113a27482f37f3ffc7c978747f6
210,.data,3.721062122,Ransomware,M,d786355c1b3dc741103873aed46d8ffa3430d113a27482f37f3ffc7c978747f6
211,.bss,7.8617276,Ransomware,M,d786355c1b3dc741103873aed46d8ffa3430d113a27482f37f3ffc7c978747f6
212,.rsrc,3.744649182,Ransomware,M,d786355c1b3dc741103873aed46d8ffa3430d113a27482f37f3ffc7c978747f6
213,.text,5.347360371,Ransomware,M,b621f1f8982275608b48ba66fb69fdc6a1dfd9292b9725daf5f45b25493c4680
214,.rsrc,3.791167144,Ransomware,M,b621f1f8982275608b48ba66fb69fdc6a1dfd9292b9725daf5f45b25493c4680
215,.reloc,0.081539412,Ransomware,M,b621f1f8982275608b48ba66fb69fdc6a1dfd9292b9725daf5f45b25493c4680
216,.text,6.010598716,Ransomware,M,b5e178f6b78d77fa92e271409eb3d0472c5608df13fbb7de1f8501f0ee87a8d0
217,.rsrc,2.923194282,Ransomware,M,b5e178f6b78d77fa92e271409eb3d0472c5608df13fbb7de1f8501f0ee87a8d0
218,.reloc,0.077633162,Ransomware,M,b5e178f6b78d77fa92e271409eb3d0472c5608df13fbb7de1f8501f0ee87a8d0
219,.text,5.916968214,Ransomware,M,6b2affdfb3fe673b22ba6108fc78986ffea8167c5f3a80834e48378659d0ea83
220,.rsrc,2.923135433,Ransomware,M,6b2affdfb3fe673b22ba6108fc78986ffea8167c5f3a80834e48378659d0ea83
221,.reloc,0.081539412,Ransomware,M,6b2affdfb3fe673b22ba6108fc78986ffea8167c5f3a80834e48378659d0ea83
